,Gender,Age,Category,Quantity,Price,Payment_method,Datetime,Shopping_mall
1453,Female,47,Cosmetics,5,203.3,Debit Card,4/6/22,Viaport Outlet
1454,Male,68,Clothing,5,1500.4,Credit Card,3/4/22,Forum Istanbul
1455,Male,65,Food & Beverage,3,15.69,Credit Card,11/9/21,Emaar Square Mall
1456,Male,42,Food & Beverage,3,15.69,Cash,21/10/2022,Metrocity
1457,Male,50,Food & Beverage,4,20.92,Cash,22/03/2021,Mall of Istanbul
1458,Male,49,Food & Beverage,1,5.23,Credit Card,24/02/2022,Zorlu Center
1459,Female,26,Cosmetics,4,162.64,Cash,24/01/2021,Metrocity
1460,Female,51,Clothing,3,900.24,Debit Card,2/3/22,Istinye Park
1461,Male,57,Food & Beverage,5,26.15,Cash,22/11/2021,Kanyon
1462,Male,65,Clothing,2,600.16,Cash,10/10/22,Metrocity
1463,Female,50,Clothing,2,600.16,Debit Card,4/4/21,Metropol AVM
1464,Male,51,Technology,5,5250.0,Debit Card,3/11/21,Metrocity
1465,Female,48,Clothing,3,900.24,Debit Card,29/06/2022,Kanyon
1466,Female,31,Clothing,2,600.16,Credit Card,2/3/21,Kanyon
1467,Female,30,Food & Beverage,3,15.69,Debit Card,21/09/2022,Mall of Istanbul
1468,Male,26,Clothing,3,900.24,Credit Card,25/12/2021,Metrocity
1469,Female,40,Clothing,2,600.16,Cash,14/12/2021,Mall of Istanbul
1470,Male,62,Clothing,4,1200.32,Cash,27/09/2022,Cevahir AVM
1471,Female,29,Cosmetics,1,40.66,Debit Card,13/03/2022,Mall of Istanbul
1472,Female,19,Books,1,15.15,Credit Card,27/08/2021,Mall of Istanbul
1473,Female,56,Clothing,4,1200.32,Debit Card,17/05/2022,Kanyon
1474,Male,33,Clothing,2,600.16,Credit Card,4/9/22,Kanyon
1475,Male,57,Cosmetics,2,81.32,Cash,15/11/2022,Mall of Istanbul
1476,Female,63,Cosmetics,5,203.3,Cash,10/8/22,Kanyon
1477,Female,39,Cosmetics,2,81.32,Debit Card,24/04/2022,Metrocity
1478,Male,40,Cosmetics,3,121.98,Cash,18/10/2021,Metropol AVM
1479,Male,30,Clothing,5,1500.4,Cash,18/12/2022,Mall of Istanbul
1480,Male,24,Cosmetics,1,40.66,Cash,15/02/2023,Mall of Istanbul
1481,Female,60,Food & Beverage,5,26.15,Cash,9/5/21,Istinye Park
1482,Female,52,Shoes,4,2400.68,Credit Card,13/04/2021,Zorlu Center
1483,Female,43,Food & Beverage,1,5.23,Cash,15/08/2021,Cevahir AVM
1484,Male,69,Toys,5,179.2,Credit Card,22/10/2021,Viaport Outlet
1485,Female,27,Clothing,2,600.16,Cash,21/01/2023,Mall of Istanbul
1486,Female,38,Cosmetics,5,203.3,Cash,23/02/2021,Mall of Istanbul
1487,Female,68,Clothing,4,1200.32,Debit Card,19/02/2023,Metrocity
1488,Male,64,Cosmetics,3,121.98,Debit Card,23/08/2022,Metropol AVM
1489,Male,66,Cosmetics,3,121.98,Cash,1/2/21,Kanyon
1490,Male,21,Food & Beverage,2,10.46,Debit Card,9/2/23,Cevahir AVM
1491,Male,28,Clothing,3,900.24,Cash,14/06/2021,Cevahir AVM
1492,Male,24,Clothing,2,600.16,Credit Card,7/9/21,Cevahir AVM
1493,Female,26,Clothing,2,600.16,Debit Card,31/07/2021,Mall of Istanbul
1494,Male,40,Clothing,5,1500.4,Cash,28/05/2022,Metrocity
1495,Male,30,Clothing,1,300.08,Cash,13/03/2022,Mall of Istanbul
1496,Female,32,Toys,2,71.68,Cash,24/02/2022,Mall of Istanbul
1497,Male,64,Food & Beverage,3,15.69,Credit Card,21/06/2021,Kanyon
1498,Male,31,Clothing,3,900.24,Cash,14/08/2022,Mall of Istanbul
1499,Female,38,Technology,4,4200.0,Cash,6/11/21,Kanyon
1500,Female,20,Technology,3,3150.0,Cash,31/01/2023,Forum Istanbul
1501,Male,36,Clothing,1,300.08,Credit Card,27/07/2021,Cevahir AVM
1502,Male,50,Toys,3,107.52,Cash,5/1/22,Forum Istanbul
1503,Male,33,Food & Beverage,1,5.23,Cash,16/09/2021,Viaport Outlet
1504,Female,35,Toys,1,35.84,Credit Card,14/02/2022,Zorlu Center
1505,Female,30,Food & Beverage,2,10.46,Credit Card,10/2/22,Kanyon
1506,Male,51,Cosmetics,1,40.66,Cash,20/04/2021,Kanyon
1507,Female,42,Toys,2,71.68,Debit Card,29/07/2021,Metropol AVM
1508,Female,69,Clothing,1,300.08,Credit Card,1/11/21,Kanyon
1509,Male,18,Toys,2,71.68,Cash,2/2/21,Kanyon
1510,Male,39,Cosmetics,2,81.32,Cash,14/11/2021,Mall of Istanbul
1511,Male,67,Food & Beverage,2,10.46,Credit Card,23/12/2022,Metropol AVM
1512,Female,45,Clothing,4,1200.32,Cash,29/05/2022,Metropol AVM
1513,Male,50,Toys,1,35.84,Cash,31/03/2022,Mall of Istanbul
1514,Male,35,Clothing,4,1200.32,Credit Card,28/03/2021,Istinye Park
1515,Male,28,Clothing,2,600.16,Credit Card,3/8/21,Mall of Istanbul
1516,Female,22,Clothing,5,1500.4,Credit Card,12/7/21,Metropol AVM
1517,Male,18,Clothing,2,600.16,Credit Card,10/1/22,Forum Istanbul
1518,Male,56,Clothing,1,300.08,Cash,20/01/2021,Mall of Istanbul
1519,Male,68,Clothing,1,300.08,Debit Card,2/3/21,Metropol AVM
1520,Male,36,Toys,5,179.2,Debit Card,22/02/2023,Kanyon
1521,Female,30,Toys,3,107.52,Credit Card,14/06/2022,Mall of Istanbul
1522,Female,42,Technology,5,5250.0,Cash,27/11/2021,Zorlu Center
1523,Female,63,Technology,5,5250.0,Credit Card,3/11/21,Mall of Istanbul
1524,Male,23,Toys,2,71.68,Credit Card,28/08/2022,Metrocity
1525,Male,48,Clothing,4,1200.32,Debit Card,21/03/2022,Metrocity
1526,Female,32,Shoes,2,1200.34,Credit Card,10/12/22,Istinye Park
1527,Male,67,Clothing,1,300.08,Credit Card,16/08/2021,Viaport Outlet
1528,Male,48,Clothin,2,600.16,Cash,8/7/22,Emaar Square Mall
1529,Female,34,Clothing,1,300.08,Credit Card,10/8/22,Emaar Square Mall
1530,Female,49,Technology,3,3150.0,Cash,2/5/21,Metropol AVM
1531,Female,67,Toys,1,35.84,Debit Card,9/12/21,Cevahir AVM
1532,Female,53,Clothing,1,300.08,Credit Card,24/01/2021,Forum Istanbul
1533,Female,68,Toys,3,107.52,Credit Card,31/05/2022,Forum Istanbul
1534,Male,44,Clothing,2,600.16,Cash,5/3/22,Kanyon
1535,Female,43,Shoes,4,2400.68,Cash,22/12/2021,Forum Istanbul
1536,Female,35,Shoes,2,1200.34,Cash,29/09/2022,Kanyon
1537,Female,51,Souvenir,1,11.73,Debit Card,24/03/2021,Metrocity
1538,Female,20,Toys,4,143.36,Credit Card,19/02/2021,Mall of Istanbul
1539,Female,18,Souvenir,5,58.65,Credit Card,19/07/2022,Forum Istanbul
1540,Male,44,Books,4,60.6,Credit Card,14/06/2021,Mall of Istanbul
1541,Female,58,Clothing,3,900.24,Cash,31/05/2022,Metrocity
1542,Female,31,Toys,1,35.84,Credit Card,3/2/22,Mall of Istanbul
1543,Female,46,Clothing,5,1500.4,Cash,15/12/2021,Mall of Istanbul
1544,Female,27,Food & Beverage,5,26.15,Credit Card,15/02/2021,Kanyon
1545,Female,65,Cosmetics,1,40.66,Debit Card,4/3/21,Istinye Park
1546,Male,39,Food & Beverage,5,26.15,Credit Card,24/06/2021,Mall of Istanbul
1547,Male,59,Toys,4,143.36,Cash,9/2/22,Metrocity
1548,Male,45,Toys,4,143.36,Debit Card,31/08/2021,Mall of Istanbul
1549,Male,23,Toys,3,107.52,Debit Card,9/1/22,Cevahir AVM
1550,Female,46,Clothing,3,900.24,Cash,7/2/21,Metrocity
1551,Male,49,Technology,4,4200.0,Cash,17/06/2021,Kanyon
1552,Female,54,Toys,4,143.36,Debit Card,23/11/2022,Forum Istanbul
1553,Male,52,Clothing,5,1500.4,Cash,20/01/2022,Cevahir AVM
1554,Male,67,Clothing,2,600.16,Credit Card,16/05/2022,Metrocity
1555,Female,54,Cosmetics,1,40.66,Credit Card,13/06/2021,Cevahir AVM
1556,Female,19,Clothing,5,1500.4,Credit Card,29/07/2021,Viaport Outlet
1557,Female,31,Clothing,4,1200.32,Cash,16/05/2021,Viaport Outlet
1558,Male,63,Cosmetics,3,121.98,Credit Card,21/11/2022,Mall of Istanbul
1559,Female,49,Technology,2,2100.0,Credit Card,7/4/22,Kanyon
1560,Female,47,Clothing,1,300.08,Cash,15/01/2023,Mall of Istanbul
1561,Female,40,Food & Beverage,3,15.69,Credit Card,2/12/22,Metrocity
1562,Female,22,Books,4,60.6,Cash,26/11/2022,Viaport Outlet
1563,Female,42,Cosmetics,5,203.3,Credit Card,11/5/22,Kanyon
1564,Male,55,Clothing,4,1200.32,Credit Card,14/10/2022,Metrocity
1565,Female,66,Clothing,2,600.16,Credit Card,10/5/21,Istinye Park
1566,Female,45,Clothing,1,300.08,Debit Card,9/6/22,Istinye Park
1567,Male,51,Toys,5,179.2,Credit Card,22/09/2021,Kanyon
1568,Female,41,Clothing,2,600.16,Cash,16/06/2022,Kanyon
1569,Female,65,Cosmetics,4,162.64,Cash,14/11/2021,Forum Istanbul
1570,Female,39,Toys,5,179.2,Credit Card,25/01/2022,Emaar Square Mall
1571,Male,48,Clothing,5,1500.4,Cash,19/08/2022,Forum Istanbul
1572,Male,34,Cosmetics,3,121.98,Cash,3/1/22,Metropol AVM
1573,Male,37,Toys,3,107.52,Credit Card,29/09/2022,Mall of Istanbul
1574,Female,29,Shoes,5,3000.85,Cash,22/01/2022,Metrocity
1575,Female,68,Clothing,1,300.08,Debit Card,18/08/2022,Kanyon
1576,Male,23,Toys,1,35.84,Credit Card,3/7/21,Zorlu Center
1577,Male,20,Clothing,2,600.16,Credit Card,16/11/2021,Mall of Istanbul
1578,Female,69,Food & Beverage,1,5.23,Cash,29/04/2021,Metrocity
1579,Female,29,Food & Beverage,2,10.46,Cash,13/05/2022,Kanyon
1580,Female,38,Souvenir,5,58.65,Credit Card,13/05/2021,Metrocity
1581,Male,26,Technology,4,4200.0,Cash,15/12/2022,Emaar Square Mall
1582,Female,48,Shoes,2,1200.34,Credit Card,10/4/22,Zorlu Center
1583,Female,18,Cosmetics,3,121.98,Cash,16/12/2022,Forum Istanbul
1584,Male,21,Food & Beverage,2,10.46,Credit Card,30/12/2022,Cevahir AVM
1585,Female,19,Clothing,2,600.16,Credit Card,2/1/22,Mall of Istanbul
1586,Female,58,Clothing,1,300.08,Cash,9/10/21,Viaport Outlet
1587,Male,33,Cosmetics,1,40.66,Cash,8/3/21,Cevahir AVM
1588,Female,37,Cosmetics,5,203.3,Credit Card,28/10/2021,Emaar Square Mall
1589,Female,22,Food & Beverage,4,20.92,Credit Card,26/02/2023,Viaport Outlet
1590,Female,50,Clothing,4,1200.32,Cash,8/2/23,Mall of Istanbul
1591,Female,61,Cosmetics,1,40.66,Cash,9/8/22,Metropol AVM
1592,Female,23,Souvenir,1,11.73,Cash,11/4/21,Mall of Istanbul
1593,Male,37,Souvenir,1,11.73,Cash,8/2/22,Istinye Park
1594,Male,30,Clothing,2,600.16,Credit Card,5/3/23,Kanyon
1595,Female,56,Cosmetics,5,203.3,Credit Card,28/01/2023,Mall of Istanbul
1596,Female,52,Clothing,1,300.08,Cash,19/12/2022,Kanyon
1597,Female,36,Clothing,4,1200.32,Credit Card,5/2/22,Mall of Istanbul
1598,Female,68,Souvenir,4,46.92,Debit Card,3/10/21,Viaport Outlet
1599,Female,31,Technology,2,2100.0,Cash,30/06/2021,Emaar Square Mall
1600,Male,44,Clothing,5,1500.4,Credit Card,1/7/22,Mall of Istanbul
1601,Female,69,Shoes,3,1800.51,Debit Card,20/02/2021,Forum Istanbul
1602,Male,25,Food & Beverage,2,10.46,Credit Card,3/3/22,Mall of Istanbul
1603,Female,56,Cosmetics,4,162.64,Credit Card,27/06/2021,Istinye Park
1604,Male,46,Technology,3,3150.0,Cash,12/10/22,Mall of Istanbul
1605,Female,21,Food & Beverage,2,10.46,Credit Card,21/05/2021,Forum Istanbul
1606,Female,47,Clothing,3,900.24,Cash,6/3/21,Istinye Park
1607,Male,21,Food & Beverage,5,26.15,Credit Card,8/1/21,Kanyon
1608,Male,45,Toys,3,107.52,Debit Card,23/06/2022,Viaport Outlet
1609,Female,48,Clothing,1,300.08,Cash,28/02/2023,Kanyon
1610,Male,62,Toys,1,35.84,Cash,26/12/2022,Istinye Park
1611,Female,30,Clothing,5,1500.4,Cash,16/06/2021,Metropol AVM
1612,Female,40,Toys,3,107.52,Credit Card,10/12/22,Istinye Park
1613,Female,62,Technology,5,5250.0,Cash,11/3/22,Zorlu Center
1614,Female,29,Food & Beverage,4,20.92,Credit Card,20/05/2021,Emaar Square Mall
1615,Male,42,Clothing,5,1500.4,Debit Card,2/7/21,Istinye Park
1616,Female,48,Souvenir,5,58.65,Credit Card,23/08/2021,Mall of Istanbul
1617,Male,22,Toys,2,71.68,Cash,10/5/21,Kanyon
1618,Female,22,Toys,2,71.68,Credit Card,2/2/22,Istinye Park
1619,Female,56,Toys,2,71.68,Credit Card,7/5/21,Metropol AVM
1620,Female,51,Clothing,2,600.16,Cash,24/03/2021,Kanyon
1621,Female,47,Souvenir,5,58.65,Cash,3/12/22,Metrocity
1622,Female,39,Toys,4,143.36,Debit Card,28/04/2021,Forum Istanbul
1623,Female,67,Cosmetics,2,81.32,Debit Card,27/04/2021,Zorlu Center
1624,Female,47,Clothing,3,900.24,Debit Card,6/8/21,Mall of Istanbul
1625,Female,64,Cosmetics,1,40.66,Credit Card,27/02/2021,Mall of Istanbul
1626,Female,25,Clothing,3,900.24,Cash,11/4/21,Metrocity
1627,Female,44,Toys,5,179.2,Cash,7/1/21,Metrocity
1628,Female,53,Food & Beverage,4,20.92,Credit Card,28/06/2022,Mall of Istanbul
1629,Female,42,Clothing,2,600.16,Cash,27/04/2021,Forum Istanbul
1630,Female,43,Clothing,5,1500.4,Credit Card,8/8/21,Kanyon
1631,Male,18,Shoes,4,2400.68,Credit Card,19/10/2022,Metropol AVM
1632,Female,36,Shoes,3,1800.51,Debit Card,16/01/2021,Metropol AVM
1633,Male,45,Souvenir,4,46.92,Credit Card,23/10/2022,Cevahir AVM
1634,Male,19,Books,1,15.15,Debit Card,5/5/22,Metrocity
1635,Female,27,Clothing,5,1500.4,Credit Card,10/12/21,Mall of Istanbul
1636,Female,50,Souvenir,5,58.65,Cash,27/01/2021,Metropol AVM
1637,Male,49,Souvenir,4,46.92,Credit Card,18/05/2021,Metrocity
1638,Female,24,Cosmetics,1,40.66,Cash,6/9/22,Kanyon
1639,Male,52,Shoes,3,1800.51,Cash,3/9/21,Metrocity
1640,Female,61,Cosmetics,4,162.64,Credit Card,15/04/2021,Istinye Park
1641,Female,26,Toys,1,35.84,Credit Card,24/02/2021,Metropol AVM
1642,Male,24,Shoes,4,2400.68,Cash,2/5/22,Kanyon
1643,Female,22,Technology,3,3150.0,Cash,4/5/21,Viaport Outlet
1644,Female,34,Clothing,4,1200.32,Cash,16/05/2021,Kanyon
1645,Female,55,Toys,1,35.84,Credit Card,3/11/22,Metrocity
1646,Male,37,Toys,5,179.2,Credit Card,7/7/21,Metrocity
1647,Female,45,Souvenir,1,11.73,Debit Card,14/10/2021,Mall of Istanbul
1648,Female,40,Souvenir,1,11.73,Debit Card,9/2/22,Forum Istanbul
1649,Male,22,Cosmetics,5,203.3,Credit Card,5/2/23,Istinye Park
1650,Male,56,Clothing,4,1200.32,Credit Card,17/07/2021,Kanyon
1651,Female,54,Shoes,5,3000.85,Debit Card,16/02/2023,Metropol AVM
1652,Female,47,Clothing,1,300.08,Cash,26/05/2022,Istinye Park
1653,Male,38,Food & Beverage,5,26.15,Cash,26/01/2023,Mall of Istanbul
1654,Male,63,Books,5,75.75,Cash,4/4/22,Istinye Park
1655,Female,49,Souvenir,4,46.92,Credit Card,14/10/2021,Istinye Park
1656,Male,29,Shoes,4,2400.68,Cash,15/02/2021,Kanyon
1657,Female,36,Shoes,3,1800.51,Cash,2/4/21,Metropol AVM
1658,Female,31,Souvenir,3,35.19,Cash,28/02/2022,Emaar Square Mall
1659,Male,57,Toys,1,35.84,Credit Card,5/4/22,Metrocity
1660,Female,18,Clothing,5,1500.4,Debit Card,29/05/2022,Metrocity
1661,Male,18,Food & Beverage,4,20.92,Cash,22/03/2021,Kanyon
1662,Male,28,Food & Beverage,3,15.69,Credit Card,21/10/2022,Kanyon
1663,Female,19,Clothing,1,300.08,Credit Card,20/05/2022,Viaport Outlet
1664,Female,19,Cosmetics,1,40.66,Cash,31/10/2022,Forum Istanbul
1665,Female,42,Toys,1,35.84,Cash,18/07/2022,Metrocity
1666,Male,40,Clothing,2,600.16,Credit Card,28/06/2022,Metrocity
1667,Male,57,Food & Beverage,5,26.15,Cash,14/03/2022,Istinye Park
1668,Female,34,Books,2,30.3,Credit Card,12/9/21,Metropol AVM
1669,Female,60,Cosmetics,1,40.66,Debit Card,31/12/2022,Kanyon
1670,Male,50,Shoes,3,1800.51,Debit Card,19/09/2021,Mall of Istanbul
1671,Female,58,Clothing,2,600.16,Cash,7/9/22,Kanyon
1672,Female,51,Cosmetics,5,203.3,Credit Card,13/04/2022,Cevahir AVM
1673,Male,44,Food & Beverage,4,20.92,Credit Card,10/2/21,Metrocity
1674,Female,64,Food & Beverage,4,20.92,Credit Card,1/2/21,Mall of Istanbul
1675,Female,44,Toys,5,179.2,Debit Card,8/12/22,Istinye Park
1676,Female,24,Clothing,3,900.24,Cash,20/02/2022,Viaport Outlet
1677,Male,31,Clothing,5,1500.4,Cash,10/9/21,Zorlu Center
1678,Female,19,Clothing,4,1200.32,Cash,7/1/23,Forum Istanbul
1679,Female,63,Books,2,30.3,Credit Card,27/03/2021,Zorlu Center
1680,Female,21,Shoes,1,600.17,Cash,15/12/2022,Viaport Outlet
1681,Female,29,Books,3,45.45,Credit Card,2/5/21,Metrocity
1682,Male,47,Cosmetics,3,121.98,Debit Card,29/06/2021,Kanyon
1683,Female,34,Shoes,1,600.17,Credit Card,18/04/2022,Metrocity
1684,Female,21,Cosmetics,3,121.98,Debit Card,28/04/2021,Viaport Outlet
1685,Female,46,Shoes,1,600.17,Cash,19/03/2022,Emaar Square Mall
1686,Female,42,Souvenir,3,35.19,Credit Card,4/9/22,Metrocity
1687,Male,31,Clothing,5,1500.4,Cash,6/4/22,Metrocity
1688,Female,31,Clothing,2,600.16,Credit Card,9/3/22,Mall of Istanbul
1689,Male,32,Cosmetics,5,203.3,Credit Card,30/09/2022,Viaport Outlet
1690,Female,34,Clothing,5,1500.4,Credit Card,25/10/2021,Mall of Istanbul
1691,Female,41,Books,3,45.45,Cash,6/6/21,Mall of Istanbul
1692,Male,36,Technology,2,2100.0,Cash,18/01/2022,Istinye Park
1693,Female,49,Clothing,4,1200.32,Cash,24/04/2022,Metropol AVM
1694,Male,26,Clothing,2,600.16,Credit Card,15/02/2023,Forum Istanbul
1695,Female,60,Clothing,1,300.08,Cash,12/1/21,Cevahir AVM
1696,Male,32,Cosmetics,2,81.32,Cash,10/8/22,Mall of Istanbul
1697,Male,49,Clothing,4,1200.32,Credit Card,10/6/22,Emaar Square Mall
1698,Male,63,Food & Beverage,3,15.69,Cash,27/09/2021,Zorlu Center
1699,Female,65,Clothing,3,900.24,Cash,2/1/23,Kanyon
1700,Female,40,Cosmetics,5,203.3,Cash,12/7/22,Istinye Park
1701,Female,67,Food & Beverage,5,26.15,Debit Card,10/6/22,Kanyon
1702,Female,22,Food & Beverage,3,15.69,Cash,3/1/23,Istinye Park
1703,Female,26,Clothing,5,1500.4,Credit Card,25/01/2022,Metrocity
1704,Male,51,Food & Beverage,3,15.69,Cash,21/02/2023,Istinye Park
1705,Female,20,Cosmetics,1,40.66,Credit Card,21/01/2023,Mall of Istanbul
1706,Female,68,Cosmetics,2,81.32,Cash,21/08/2021,Mall of Istanbul
1707,Female,40,Shoes,5,3000.85,Cash,13/09/2022,Mall of Istanbul
1708,Female,45,Toys,3,107.52,Debit Card,1/2/22,Istinye Park
1709,Male,67,Clothing,1,300.08,Credit Card,4/5/22,Metropol AVM
1710,Female,64,Books,2,30.3,Cash,5/7/21,Metrocity
1711,Male,45,Clothing,4,1200.32,Credit Card,11/3/22,Kanyon
1712,Female,49,Clothing,4,1200.32,Credit Card,20/06/2022,Mall of Istanbul
1713,Female,27,Clothing,4,1200.32,Debit Card,6/2/21,Metropol AVM
1714,Male,60,Book,5,75.75,Credit Card,17/01/2023,Mall of Istanbul
1715,Male,63,Clothing,4,1200.32,Debit Card,7/6/21,Metropol AVM
1716,Female,57,Clothing,3,900.24,Cash,3/1/21,Kanyon
1717,Female,45,Shoes,1,600.17,Cash,18/01/2023,Metrocity
1718,Female,44,Cosmetics,2,81.32,Cash,28/02/2021,Metrocity
1719,Female,66,Shoes,2,1200.34,Cash,25/01/2021,Metrocity
1720,Female,29,Food & Beverage,3,15.69,Cash,11/12/22,Kanyon
1721,Female,68,Clothing,3,900.24,Debit Card,8/8/22,Zorlu Center
1722,Female,42,Technology,3,3150.0,Cash,14/01/2021,Kanyon
1723,Female,47,Clothing,3,900.24,Credit Card,24/11/2021,Metrocity
1724,Male,32,Clothing,3,900.24,Credit Card,22/07/2022,Mall of Istanbul
1725,Female,41,Clothing,1,300.08,Debit Card,9/4/21,Viaport Outlet
1726,Female,36,Cosmetics,4,162.64,Debit Card,8/2/23,Metrocity
1727,Female,54,Food & Beverage,4,20.92,Cash,11/1/22,Kanyon
1728,Female,40,Clothing,4,1200.32,Credit Card,28/01/2022,Metropol AVM
1729,Male,33,Shoes,2,1200.34,Credit Card,5/10/21,Viaport Outlet
1730,Female,41,Toys,2,71.68,Credit Card,11/12/21,Viaport Outlet
1731,Female,34,Toys,5,179.2,Cash,20/02/2021,Kanyon
1732,Female,58,Clothing,3,900.24,Cash,29/12/2022,Kanyon
1733,Female,63,Toys,1,35.84,Credit Card,5/6/22,Mall of Istanbul
1734,Male,65,Cosmetics,2,81.32,Debit Card,25/06/2021,Viaport Outlet
1735,Female,63,Food & Beverage,3,15.69,Credit Card,21/08/2021,Metropol AVM
1736,Female,23,Shoes,4,2400.68,Credit Card,1/3/23,Mall of Istanbul
1737,Female,65,Souvenir,3,35.19,Credit Card,27/10/2022,Metrocity
1738,Male,35,Food & Beverage,5,26.15,Credit Card,23/01/2021,Kanyon
1739,Female,24,Shoes,5,3000.85,Debit Card,4/5/21,Metrocity
1740,Female,54,Food & Beverage,1,5.23,Credit Card,6/3/21,Kanyon
1741,Female,56,Toys,3,107.52,Debit Card,7/5/22,Metrocity
1742,Female,38,Shoes,1,600.17,Cash,28/03/2022,Metrocity
1743,Female,55,Clothing,4,1200.32,Credit Card,25/05/2021,Metropol AVM
1744,Female,49,Food & Beverage,2,10.46,Debit Card,30/07/2022,Metrocity
1745,Male,28,Clothing,3,900.24,Credit Card,8/6/21,Forum Istanbul
1746,Female,48,Cosmetics,5,203.3,Cash,11/8/22,Zorlu Center
1747,Male,63,Shoes,4,2400.68,Credit Card,19/02/2022,Metrocity
1748,Male,55,Cosmetics,5,203.3,Credit Card,7/3/22,Kanyon
1749,Male,68,Books,4,60.6,Debit Card,23/09/2022,Forum Istanbul
1750,Male,23,Clothing,5,1500.4,Credit Card,22/12/2022,Metrocity
1751,Female,38,Books,4,60.6,Cash,25/06/2022,Metropol AVM
1752,Male,52,Clothing,1,300.08,Cash,14/05/2021,Metrocity
1753,Female,66,Food & Beverage,5,26.15,Debit Card,2/6/21,Kanyon
1754,Male,55,Food & Beverage,5,26.15,Debit Card,19/01/2021,Istinye Park
1755,Female,34,Cosmetics,2,81.32,Credit Card,3/10/22,Kanyon
1756,Female,28,Shoes,5,3000.85,Debit Card,1/3/21,Viaport Outlet
1757,Male,56,Toys,5,179.2,Debit Card,12/8/21,Kanyon
1758,Female,66,Clothing,3,900.24,Cash,18/02/2023,Zorlu Center
1759,Female,20,Food & Beverage,5,26.15,Debit Card,10/5/21,Metropol AVM
1760,Female,19,Shoes,2,1200.34,Debit Card,27/01/2021,Mall of Istanbul
1761,Female,66,Cosmetics,4,162.64,Debit Card,12/7/21,Forum Istanbul
1762,Female,60,Food & Beverage,3,15.69,Debit Card,7/4/21,Metrocity
1763,Male,40,Toys,1,35.84,Debit Card,8/9/22,Istinye Park
1764,Female,55,Clothing,3,900.24,Cash,11/9/21,Kanyon
1765,Female,50,Clothing,1,300.08,Credit Card,5/7/22,Mall of Istanbul
1766,Male,24,Books,3,45.45,Credit Card,19/08/2022,Mall of Istanbul
1767,Male,27,Cosmetics,2,81.32,Cash,1/2/22,Metropol AVM
1768,Female,45,Souvenir,3,35.19,Debit Card,14/01/2023,Metrocity
1769,Female,63,Food & Beverage,5,26.15,Cash,17/07/2021,Istinye Park
1770,Female,37,Clothing,2,600.16,Cash,16/07/2021,Metrocity
1771,Male,22,Clothing,4,1200.32,Cash,26/01/2023,Zorlu Center
1772,Female,50,Toys,2,71.68,Cash,13/06/2021,Kanyon
1773,Female,68,Shoes,4,2400.68,Cash,6/8/22,Mall of Istanbul
1774,Male,50,Books,3,45.45,Cash,30/09/2022,Kanyon
1775,Female,52,Clothing,4,1200.32,Credit Card,28/07/2021,Emaar Square Mall
1776,Female,67,Food & Beverage,3,15.69,Cash,1/6/21,Mall of Istanbul
1777,Female,24,Toys,1,35.84,Debit Card,18/03/2021,Kanyon
1778,Female,36,Technology,2,2100.0,Debit Card,27/02/2022,Kanyon
1779,Female,32,Souvenir,1,11.73,Cash,2/4/22,Zorlu Center
1780,Female,67,Books,2,30.3,Cash,9/10/21,Mall of Istanbul
1781,Female,57,Clothing,4,1200.32,Cash,1/1/21,Kanyon
1782,Female,42,Toys,5,179.2,Cash,16/05/2022,Kanyon
1783,Female,50,Clothing,2,600.16,Debit Card,25/10/2021,Mall of Istanbul
1784,Male,36,Technology,3,3150.0,Cash,30/01/2023,Kanyon
1785,Female,56,Clothing,3,900.24,Credit Card,13/01/2023,Mall of Istanbul
1786,Male,21,Cosmetics,5,203.3,Credit Card,7/6/22,Kanyon
1787,Female,38,Cosmetics,1,40.66,Debit Card,7/5/21,Metropol AVM
1788,Female,59,Toys,5,179.2,Credit Card,10/10/22,Metrocity
1789,Female,30,Cosmetics,4,162.64,Credit Card,6/1/21,Kanyon
1790,Female,20,Clothing,1,300.08,Cash,18/01/2022,Istinye Park
1791,Male,18,Souvenir,3,35.19,Cash,28/11/2022,Metrocity
1792,Male,50,Clothing,3,900.24,Cash,5/3/23,Istinye Park
1793,Female,47,Shoes,4,2400.68,Debit Card,10/11/21,Kanyon
1794,Male,36,Food & Beverage,4,20.92,Credit Card,10/6/22,Istinye Park
1795,Female,48,Cosmetics,3,121.98,Cash,26/03/2021,Kanyon
1796,Male,19,Food & Beverage,1,5.23,Cash,25/03/2022,Metropol AVM
1797,Female,41,Clothing,2,600.16,Debit Card,22/06/2021,Metropol AVM
1798,Female,50,Shoes,5,3000.85,Cash,11/2/22,Istinye Park
1799,Female,47,Clothing,5,1500.4,Cash,26/11/2021,Mall of Istanbul
1800,Male,39,Clothing,5,1500.4,Debit Card,3/1/21,Kanyon
1801,Male,43,Food & Beverage,3,15.69,Cash,15/03/2022,Metrocity
1802,Female,62,Clothing,1,300.08,Credit Card,26/02/2021,Kanyon
1803,Female,55,Cosmetics,3,121.98,Credit Card,30/07/2022,Zorlu Center
1804,Female,19,Shoes,5,3000.85,Credit Card,26/08/2021,Metropol AVM
1805,Female,53,Clothing,4,1200.32,Cash,26/11/2021,Istinye Park
1806,Male,22,Clothing,3,900.24,Credit Card,4/11/22,Emaar Square Mall
1807,Female,25,Food & Beverage,4,20.92,Debit Card,11/3/21,Forum Istanbul
