invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
I316140,C878717,Female,51,Clothing,2,600.16,Cash,24/03/2021,Kanyon
I560543,C214868,Female,47,Souvenir,5,58.65,Cash,3/12/22,Metrocity
I268479,C688784,Female,39,Toys,4,143.36,Debit Card,28/04/2021,Forum Istanbul
I209463,C108468,Female,67,Cosmetics,2,81.32,Debit Card,27/04/2021,Zorlu Center
I955143,C158565,Female,47,Clothing,3,900.24,Debit Card,6/8/21,Mall of Istanbul
I187938,C120353,Female,64,Cosmetics,1,40.66,Credit Card,27/02/2021,Mall of Istanbul
I548102,C106697,Female,25,Clothing,3,900.24,Cash,11/4/21,Metrocity
I135107,C877800,Female,44,Toys,5,179.2,Cash,7/1/21,Metrocity
I219592,C831305,Female,53,Food & Beverage,4,20.92,Credit Card,28/06/2022,Mall of Istanbul
I112848,C166728,Female,42,Clothing,2,600.16,Cash,27/04/2021,Forum Istanbul
I663969,C263228,Female,43,Clothing,5,1500.4,Credit Card,8/8/21,Kanyon
I639470,C237542,Male,18,Shoes,4,2400.68,Credit Card,19/10/2022,Metropol AVM
I724627,C801775,Female,36,Shoes,3,1800.51,Debit Card,16/01/2021,Metropol AVM
I139966,C172172,Male,45,Souvenir,4,46.92,Credit Card,23/10/2022,Cevahir AVM
I279966,C361436,Male,19,Books,1,15.15,Debit Card,5/5/22,Metrocity
I189272,C117597,Female,27,Clothing,5,1500.4,Credit Card,10/12/21,Mall of Istanbul
I994611,C285990,Female,50,Souvenir,5,58.65,Cash,27/01/2021,Metropol AVM
I216825,C302035,Male,49,Souvenir,4,46.92,Credit Card,18/05/2021,Metrocity
I633408,C324130,Female,24,Cosmetics,1,40.66,Cash,6/9/22,Kanyon
I285509,C409196,Male,52,Shoes,3,1800.51,Cash,3/9/21,Metrocity
I107387,C213324,Female,61,Cosmetics,4,162.64,Credit Card,15/04/2021,Istinye Park
I169719,C175497,Female,26,Toys,1,35.84,Credit Card,24/02/2021,Metropol AVM
I304200,C168673,Male,24,Shoes,4,2400.68,Cash,2/5/22,Kanyon
I284211,C150146,Female,22,Technology,3,3150.0,Cash,4/5/21,Viaport Outlet
I247050,C150992,Female,34,Clothing,4,1200.32,Cash,16/05/2021,Kanyon
I295895,C444546,Female,55,Toys,1,35.84,Credit Card,3/11/22,Metrocity
I230982,C111781,Male,37,Toys,5,179.2,Credit Card,7/7/21,Metrocity
I117010,C269611,Female,45,Souvenir,1,11.73,Debit Card,14/10/2021,Mall of Istanbul
I235190,C277554,Female,40,Souvenir,1,11.73,Debit Card,9/2/22,Forum Istanbul
I244475,C623719,Male,22,Cosmetics,5,203.3,Credit Card,5/2/23,Istinye Park
I410682,C138306,Male,56,Clothing,4,1200.32,Credit Card,17/07/2021,Kanyon
I143907,C790143,Female,54,Shoes,5,3000.85,Debit Card,16/02/2023,Metropol AVM
I139386,C590959,Female,47,Clothing,1,300.08,Cash,26/05/2022,Istinye Park
I224751,C335830,Male,38,Food & Beverage,5,26.15,Cash,26/01/2023,Mall of Istanbul
I295403,C254376,Male,63,Books,5,75.75,Cash,4/4/22,Istinye Park
I219392,C259513,Female,49,Souvenir,4,46.92,Credit Card,14/10/2021,Istinye Park
I318650,C545661,Male,29,Shoes,4,2400.68,Cash,15/02/2021,Kanyon
I272121,C159714,Female,36,Shoes,3,1800.51,Cash,2/4/21,Metropol AVM
I737267,C235610,Female,31,Souvenir,3,35.19,Cash,28/02/2022,Emaar Square Mall
I994665,C922352,Male,57,Toys,1,35.84,Credit Card,5/4/22,Metrocity
I328451,C345642,Female,18,Clothing,5,1500.4,Debit Card,29/05/2022,Metrocity
I517953,C202091,Male,18,Food & Beverage,4,20.92,Cash,22/03/2021,Kanyon
I116467,C154544,Male,28,Food & Beverage,3,15.69,Credit Card,21/10/2022,Kanyon
I219902,C121671,Female,19,Clothing,1,300.08,Credit Card,20/05/2022,Viaport Outlet
I141655,C320805,Female,19,Cosmetics,1,40.66,Cash,31/10/2022,Forum Istanbul
I312566,C325223,Female,42,Toys,1,35.84,Cash,18/07/2022,Metrocity
I173395,C249924,Male,40,Clothing,2,600.16,Credit Card,28/06/2022,Metrocity
I112717,C660290,Male,57,Food & Beverage,5,26.15,Cash,14/03/2022,Istinye Park
I229255,C591906,Female,34,Books,2,30.3,Credit Card,12/9/21,Metropol AVM
I543636,C158704,Female,60,Cosmetics,1,40.66,Debit Card,31/12/2022,Kanyon
I104054,C289142,Male,50,Shoes,3,1800.51,Debit Card,19/09/2021,Mall of Istanbul
I855692,C312070,Female,58,Clothing,2,600.16,Cash,7/9/22,Kanyon
I208178,C131477,Female,51,Cosmetics,5,203.3,Credit Card,13/04/2022,Cevahir AVM
I315961,C282868,Male,44,Food & Beverage,4,20.92,Credit Card,10/2/21,Metrocity
I333348,C331531,Female,64,Food & Beverage,4,20.92,Credit Card,1/2/21,Mall of Istanbul
I244587,C309506,Female,44,Toys,5,179.2,Debit Card,8/12/22,Istinye Park
I231741,C846427,Female,24,Clothing,3,900.24,Cash,20/02/2022,Viaport Outlet
I997825,C202221,Male,31,Clothing,5,1500.4,Cash,10/9/21,Zorlu Center
I417163,C169516,Female,19,Clothing,4,1200.32,Cash,7/1/23,Forum Istanbul
I329316,C140487,Female,63,Books,2,30.3,Credit Card,27/03/2021,Zorlu Center
I328065,C193313,Female,21,Shoes,1,600.17,Cash,15/12/2022,Viaport Outlet
I799257,C320704,Female,29,Books,3,45.45,Credit Card,2/5/21,Metrocity
I107768,C432246,Male,47,Cosmetics,3,121.98,Debit Card,29/06/2021,Kanyon
I317167,C161015,Female,34,Shoes,1,600.17,Credit Card,18/04/2022,Metrocity
I314472,C287346,Female,21,Cosmetics,3,121.98,Debit Card,28/04/2021,Viaport Outlet
I656753,C148965,Female,46,Shoes,1,600.17,Cash,19/03/2022,Emaar Square Mall
I156737,C122361,Female,42,Souvenir,3,35.19,Credit Card,4/9/22,Metrocity
I218278,C192901,Male,31,Clothing,5,1500.4,Cash,6/4/22,Metrocity
I155746,C207516,Female,31,Clothing,2,600.16,Credit Card,9/3/22,Mall of Istanbul
I284976,C201179,Male,32,Cosmetics,5,203.3,Credit Card,30/09/2022,Viaport Outlet
I339097,C474760,Female,34,Clothing,5,1500.4,Credit Card,25/10/2021,Mall of Istanbul
I293515,C579333,Female,41,Books,3,45.45,Cash,6/6/21,Mall of Istanbul
I369877,C258680,Male,36,Technology,2,2100.0,Cash,18/01/2022,Istinye Park
I172066,C768441,Female,49,Clothing,4,1200.32,Cash,24/04/2022,Metropol AVM
I166294,C931347,Male,26,Clothing,2,600.16,Credit Card,15/02/2023,Forum Istanbul
I298850,C360664,Female,60,Clothing,1,300.08,Cash,12/1/21,Cevahir AVM
I233810,C147871,Male,32,Cosmetics,2,81.32,Cash,10/8/22,Mall of Istanbul
I106818,C200500,Male,49,Clothing,4,1200.32,Credit Card,10/6/22,Emaar Square Mall
I239065,C269719,Male,63,Food & Beverage,3,15.69,Cash,27/09/2021,Zorlu Center
I328777,C964698,Female,65,Clothing,3,900.24,Cash,2/1/23,Kanyon
I299822,C193189,Female,40,Cosmetics,5,203.3,Cash,12/7/22,Istinye Park
I512763,C135424,Female,67,Food & Beverage,5,26.15,Debit Card,10/6/22,Kanyon
I143609,C965330,Female,22,Food & Beverage,3,15.69,Cash,3/1/23,Istinye Park
I435298,C253330,Female,26,Clothing,5,1500.4,Credit Card,25/01/2022,Metrocity
I125740,C305953,Male,51,Food & Beverage,3,15.69,Cash,21/02/2023,Istinye Park
I400787,C181412,Female,20,Cosmetics,1,40.66,Credit Card,21/01/2023,Mall of Istanbul
I187104,C113055,Female,68,Cosmetics,2,81.32,Cash,21/08/2021,Mall of Istanbul
I128310,C124420,Female,40,Shoes,5,3000.85,Cash,13/09/2022,Mall of Istanbul
I119321,C199257,Female,45,Toys,3,107.52,Debit Card,1/2/22,Istinye Park
I266718,C240338,Male,67,Clothing,1,300.08,Credit Card,4/5/22,Metropol AVM
I382811,C552302,Female,64,Books,2,30.3,Cash,5/7/21,Metrocity
I313134,C214118,Male,45,Clothing,4,1200.32,Credit Card,11/3/22,Kanyon
I995281,C235127,Female,49,Clothing,4,1200.32,Credit Card,20/06/2022,Mall of Istanbul
I178310,C189365,Female,27,Clothing,4,1200.32,Debit Card,6/2/21,Metropol AVM
I338411,C884264,Male,60,Book,5,75.75,Credit Card,17/01/2023,Mall of Istanbul
I153853,C808721,Male,63,Clothing,4,1200.32,Debit Card,7/6/21,Metropol AVM
I195003,C220002,Female,57,Clothing,3,900.24,Cash,3/1/21,Kanyon
I316475,C440520,Female,45,Shoes,1,600.17,Cash,18/01/2023,Metrocity
I134505,C147317,Female,44,Cosmetics,2,81.32,Cash,28/02/2021,Metrocity
I252820,C847656,Female,66,Shoes,2,1200.34,Cash,25/01/2021,Metrocity
I239314,C309541,Female,29,Food & Beverage,3,15.69,Cash,11/12/22,Kanyon
I200283,C151139,Female,68,Clothing,3,900.24,Debit Card,8/8/22,Zorlu Center
I119397,C895082,Female,42,Technology,3,3150.0,Cash,14/01/2021,Kanyon
I184039,C225196,Female,47,Clothing,3,900.24,Credit Card,24/11/2021,Metrocity
I186275,C338393,Male,32,Clothing,3,900.24,Credit Card,22/07/2022,Mall of Istanbul
I999141,C233544,Female,41,Clothing,1,300.08,Debit Card,9/4/21,Viaport Outlet
I262338,C842660,Female,36,Cosmetics,4,162.64,Debit Card,8/2/23,Metrocity
I241646,C366184,Female,54,Food & Beverage,4,20.92,Cash,11/1/22,Kanyon
I107071,C106043,Female,40,Clothing,4,1200.32,Credit Card,28/01/2022,Metropol AVM
I253992,C835319,Male,33,Shoes,2,1200.34,Credit Card,5/10/21,Viaport Outlet
I334327,C317551,Female,41,Toys,2,71.68,Credit Card,11/12/21,Viaport Outlet
I926540,C137614,Female,34,Toys,5,179.2,Cash,20/02/2021,Kanyon
I476972,C703731,Female,58,Clothing,3,900.24,Cash,29/12/2022,Kanyon
I142013,C307610,Female,63,Toys,1,35.84,Credit Card,5/6/22,Mall of Istanbul
I618622,C170007,Male,65,Cosmetics,2,81.32,Debit Card,25/06/2021,Viaport Outlet
I292548,C631158,Female,63,Food & Beverage,3,15.69,Credit Card,21/08/2021,Metropol AVM
I155954,C387074,Female,23,Shoes,4,2400.68,Credit Card,1/3/23,Mall of Istanbul
I625016,C306130,Female,65,Souvenir,3,35.19,Credit Card,27/10/2022,Metrocity
I863773,C286224,Male,35,Food & Beverage,5,26.15,Credit Card,23/01/2021,Kanyon
I799727,C788462,Female,24,Shoes,5,3000.85,Debit Card,4/5/21,Metrocity
I926677,C112975,Female,54,Food & Beverage,1,5.23,Credit Card,6/3/21,Kanyon
I114088,C237799,Female,56,Toys,3,107.52,Debit Card,7/5/22,Metrocity
I105040,C131685,Female,38,Shoes,1,600.17,Cash,28/03/2022,Metrocity
I417476,C236850,Female,55,Clothing,4,1200.32,Credit Card,25/05/2021,Metropol AVM
I131814,C174225,Female,49,Food & Beverage,2,10.46,Debit Card,30/07/2022,Metrocity
I402704,C121551,Male,28,Clothing,3,900.24,Credit Card,8/6/21,Forum Istanbul
I944302,C102575,Female,48,Cosmetics,5,203.3,Cash,11/8/22,Zorlu Center
I301673,C166686,Male,63,Shoes,4,2400.68,Credit Card,19/02/2022,Metrocity
I179132,C471776,Male,55,Cosmetics,5,203.3,Credit Card,7/3/22,Kanyon
I169874,C227784,Male,68,Books,4,60.6,Debit Card,23/09/2022,Forum Istanbul
I148048,C277724,Male,23,Clothing,5,1500.4,Credit Card,22/12/2022,Metrocity
I135535,C268272,Female,38,Books,4,60.6,Cash,25/06/2022,Metropol AVM
I197387,C404546,Male,52,Clothing,1,300.08,Cash,14/05/2021,Metrocity
I170795,C373889,Female,66,Food & Beverage,5,26.15,Debit Card,2/6/21,Kanyon
I300513,C140840,Male,55,Food & Beverage,5,26.15,Debit Card,19/01/2021,Istinye Park
I300999,C138482,Female,34,Cosmetics,2,81.32,Credit Card,3/10/22,Kanyon
I338366,C246641,Female,28,Shoes,5,3000.85,Debit Card,1/3/21,Viaport Outlet
I339186,C104371,Male,56,Toys,5,179.2,Debit Card,12/8/21,Kanyon
I317276,C256258,Female,66,Clothing,3,900.24,Cash,18/02/2023,Zorlu Center
I149647,C284692,Female,20,Food & Beverage,5,26.15,Debit Card,10/5/21,Metropol AVM
I892909,C138254,Female,19,Shoes,2,1200.34,Debit Card,27/01/2021,Mall of Istanbul
I740675,C147324,Female,66,Cosmetics,4,162.64,Debit Card,12/7/21,Forum Istanbul
I142100,C154717,Female,60,Food & Beverage,3,15.69,Debit Card,7/4/21,Metrocity
I110317,C241569,Male,40,Toys,1,35.84,Debit Card,8/9/22,Istinye Park
I306238,C158854,Female,55,Clothing,3,900.24,Cash,11/9/21,Kanyon
I271440,C335022,Female,50,Clothing,1,300.08,Credit Card,5/7/22,Mall of Istanbul
I160040,C359449,Male,24,Books,3,45.45,Credit Card,19/08/2022,Mall of Istanbul
I288800,C240347,Male,27,Cosmetics,2,81.32,Cash,1/2/22,Metropol AVM
I156405,C262491,Female,45,Souvenir,3,35.19,Debit Card,14/01/2023,Metrocity
I338770,C234684,Female,63,Food & Beverage,5,26.15,Cash,17/07/2021,Istinye Park
I175726,C130682,Female,37,Clothing,2,600.16,Cash,16/07/2021,Metrocity
I116739,C129958,Male,22,Clothing,4,1200.32,Cash,26/01/2023,Zorlu Center
I912166,C176275,Female,50,Toys,2,71.68,Cash,13/06/2021,Kanyon
I220432,C938507,Female,68,Shoes,4,2400.68,Cash,6/8/22,Mall of Istanbul
I327955,C807664,Male,50,Books,3,45.45,Cash,30/09/2022,Kanyon
I506854,C296081,Female,52,Clothing,4,1200.32,Credit Card,28/07/2021,Emaar Square Mall
I258216,C210659,Female,67,Food & Beverage,3,15.69,Cash,1/6/21,Mall of Istanbul
I272954,C244608,Female,24,Toys,1,35.84,Debit Card,18/03/2021,Kanyon
I895394,C187522,Female,36,Technology,2,2100.0,Debit Card,27/02/2022,Kanyon
I552484,C845537,Female,32,Souvenir,1,11.73,Cash,2/4/22,Zorlu Center
I724822,C157925,Female,67,Books,2,30.3,Cash,9/10/21,Mall of Istanbul
I811651,C197450,Female,57,Clothing,4,1200.32,Cash,1/1/21,Kanyon
I650862,C129762,Female,42,Toys,5,179.2,Cash,16/05/2022,Kanyon
I123554,C273246,Female,50,Clothing,2,600.16,Debit Card,25/10/2021,Mall of Istanbul
I632111,C241536,Male,36,Technology,3,3150.0,Cash,30/01/2023,Kanyon
I200560,C435665,Female,56,Clothing,3,900.24,Credit Card,13/01/2023,Mall of Istanbul
I647129,C261023,Male,21,Cosmetics,5,203.3,Credit Card,7/6/22,Kanyon
I229003,C968212,Female,38,Cosmetics,1,40.66,Debit Card,7/5/21,Metropol AVM
I260966,C283269,Female,59,Toys,5,179.2,Credit Card,10/10/22,Metrocity
I287889,C124011,Female,30,Cosmetics,4,162.64,Credit Card,6/1/21,Kanyon
I190029,C334939,Female,20,Clothing,1,300.08,Cash,18/01/2022,Istinye Park
I422137,C127047,Male,18,Souvenir,3,35.19,Cash,28/11/2022,Metrocity
I430299,C269462,Male,50,Clothing,3,900.24,Cash,5/3/23,Istinye Park
I116060,C591544,Female,47,Shoes,4,2400.68,Debit Card,10/11/21,Kanyon
I112849,C445602,Male,36,Food & Beverage,4,20.92,Credit Card,10/6/22,Istinye Park
I945640,C117353,Female,48,Cosmetics,3,121.98,Cash,26/03/2021,Kanyon
I162675,C123229,Male,19,Food & Beverage,1,5.23,Cash,25/03/2022,Metropol AVM
I299982,C236499,Female,41,Clothing,2,600.16,Debit Card,22/06/2021,Metropol AVM
I228882,C995124,Female,50,Shoes,5,3000.85,Cash,11/2/22,Istinye Park
I916474,C281095,Female,47,Clothing,5,1500.4,Cash,26/11/2021,Mall of Istanbul
I434211,C250729,Male,39,Clothing,5,1500.4,Debit Card,3/1/21,Kanyon
I497590,C170225,Male,43,Food & Beverage,3,15.69,Cash,15/03/2022,Metrocity
I698320,C924806,Female,62,Clothing,1,300.08,Credit Card,26/02/2021,Kanyon
I679390,C199698,Female,55,Cosmetics,3,121.98,Credit Card,30/07/2022,Zorlu Center
I195585,C798528,Female,19,Shoes,5,3000.85,Credit Card,26/08/2021,Metropol AVM
I312848,C952974,Female,53,Clothing,4,1200.32,Cash,26/11/2021,Istinye Park
I436897,C304376,Male,22,Clothing,3,900.24,Credit Card,4/11/22,Emaar Square Mall
I343225,C316308,Female,25,Food & Beverage,4,20.92,Debit Card,11/3/21,Forum Istanbul
I781926,C276890,Female,45,Cosmetics,2,81.32,Credit Card,14/06/2021,Emaar Square Mall
I230955,C196676,Male,69,Cosmetics,1,40.66,Debit Card,14/07/2021,Kanyon
I290331,C266246,Female,48,Clothing,3,900.24,Cash,5/3/21,Mall of Istanbul
I890444,C206568,Female,31,Clothing,5,1500.4,Cash,5/2/21,Mall of Istanbul
I335506,C201635,Female,32,Clothing,5,1500.4,Credit Card,31/08/2021,Metrocity
I280409,C245155,Male,38,Clothing,3,900.24,Cash,24/03/2022,Kanyon
I170677,C198069,Male,40,Clothing,4,1200.32,Credit Card,16/01/2023,Kanyon
I647942,C310073,Female,58,Clothing,4,1200.32,Debit Card,28/12/2022,Forum Istanbul
I333037,C280314,Female,38,Clothing,5,1500.4,Credit Card,28/04/2021,Kanyon
I223609,C197704,Female,26,Clothing,1,300.08,Cash,1/8/22,Kanyon
I326398,C331547,Female,20,Clothing,2,600.16,Debit Card,4/8/22,Metrocity
I219347,C202124,Male,48,Clothing,3,900.24,Credit Card,4/6/21,Emaar Square Mall
I175963,C281127,Female,33,Clothing,4,1200.32,Cash,2/8/22,Kanyon
I216318,C220889,Female,40,Food & Beverage,2,10.46,Debit Card,11/7/21,Cevahir AVM
I433622,C940845,Female,56,Toys,3,107.52,Cash,16/03/2021,Mall of Istanbul
I270164,C295433,Female,61,Food & Beverage,2,10.46,Cash,27/06/2021,Mall of Istanbul
I214447,C157108,Female,59,Souvenir,5,58.65,Cash,7/8/22,Mall of Istanbul
I368308,C730219,Male,53,Clothing,4,1200.32,Debit Card,19/04/2021,Viaport Outlet
I273050,C336687,Female,64,Cosmetics,5,203.3,Credit Card,18/09/2022,Kanyon
I317412,C262609,Male,31,Clothing,4,1200.32,Cash,14/08/2021,Metropol AVM
I189675,C270872,Male,60,Cosmetics,2,81.32,Credit Card,29/07/2022,Kanyon
I113183,C133680,Female,56,Toys,4,143.36,Cash,25/09/2022,Metropol AVM
I280362,C824915,Female,69,Clothing,1,300.08,Credit Card,6/5/21,Metrocity
I969507,C123703,Female,22,Shoes,3,1800.51,Cash,23/12/2021,Forum Istanbul
I104233,C154775,Male,58,Clothing,2,600.16,Credit Card,30/01/2022,Metrocity
I807392,C699791,Male,27,Shoes,2,1200.34,Debit Card,19/08/2022,Kanyon
I508087,C251201,Female,46,Clothing,5,1500.4,Credit Card,30/09/2021,Kanyon
I263858,C115536,Female,25,Toys,1,35.84,Credit Card,10/6/22,Istinye Park
I459916,C266216,Female,36,Shoes,2,1200.34,Debit Card,13/06/2021,Istinye Park
I613915,C182545,Female,50,Cosmetics,2,81.32,Credit Card,12/7/21,Kanyon
I181738,C265669,Female,51,Food & Beverage,1,5.23,Cash,10/2/22,Metropol AVM
I812644,C283408,Female,39,Souvenir,5,58.65,Credit Card,27/11/2022,Istinye Park
I254878,C372510,Female,63,Clothing,5,1500.4,Debit Card,31/08/2021,Kanyon
I177537,C339443,Female,63,Clothing,4,1200.32,Cash,3/2/21,Metropol AVM
I337756,C366899,Male,24,Books,3,45.45,Debit Card,12/3/21,Kanyon
I130044,C713286,Male,35,Shoes,1,600.17,Credit Card,16/11/2021,Forum Istanbul
I177579,C178068,Male,60,Cosmetics,1,40.66,Debit Card,26/09/2021,Forum Istanbul
I130466,C278477,Female,20,Food & Beverage,2,10.46,Debit Card,6/3/23,Kanyon
I312873,C306299,Male,51,Food & Beverage,1,5.23,Cash,24/11/2021,Kanyon
I148753,C306791,Male,34,Food & Beverage,2,10.46,Credit Card,8/3/22,Metrocity
I490997,C240704,Male,60,Clothing,2,600.16,Credit Card,24/11/2022,Mall of Istanbul
I555843,C314904,Male,53,Cosmetics,2,81.32,Credit Card,12/12/22,Cevahir AVM
I297042,C201745,Female,29,Clothing,4,1200.32,Cash,15/05/2021,Forum Istanbul
I959021,C337604,Male,33,Toys,2,71.68,Cash,11/1/22,Zorlu Center
I325829,C195219,Male,46,Food & Beverage,4,20.92,Credit Card,13/01/2022,Forum Istanbul
I288189,C134576,Female,18,Clothing,1,300.08,Credit Card,26/10/2022,Viaport Outlet
I198839,C172370,Male,54,Cosmetics,5,203.3,Cash,4/1/23,Istinye Park
I283800,C712149,Male,28,Food & Beverage,4,20.92,Credit Card,11/2/21,Metrocity
I180667,C232588,Male,40,Shoes,5,3000.85,Cash,23/06/2022,Mall of Istanbul
I282279,C263099,Female,18,Cosmetics,4,162.64,Credit Card,10/6/21,Istinye Park
I191866,C240130,Female,43,Shoes,2,1200.34,Cash,12/3/22,Metrocity
I701391,C131676,Female,26,Clothing,1,300.08,Cash,21/10/2021,Metropol AVM
I331456,C208164,Male,32,Shoes,5,3000.85,Debit Card,18/02/2023,Istinye Park
I176144,C246608,Male,50,Clothing,5,1500.4,Debit Card,13/02/2023,Viaport Outlet
I265252,C169864,Female,40,Food & Beverage,1,5.23,Debit Card,24/08/2022,Metrocity
I319652,C138321,Male,57,Shoes,1,600.17,Credit Card,19/09/2021,Kanyon
I265938,C777978,Female,26,Clothing,5,1500.4,Cash,11/9/22,Metropol AVM
I197832,C175612,Female,24,Clothing,5,1500.4,Cash,15/05/2021,Cevahir AVM
I332633,C936385,Female,66,Food & Beverage,4,20.92,Credit Card,28/07/2021,Metrocity
I118918,C156866,Female,22,Clothing,3,900.24,Cash,9/5/22,Mall of Istanbul
I209406,C208579,Male,33,Toys,1,35.84,Credit Card,6/1/21,Metropol AVM
I232346,C936179,Male,58,Cosmetics,4,162.64,Credit Card,4/11/22,Metrocity
I336980,C155398,Male,29,Cosmetics,2,81.32,Cash,30/05/2021,Viaport Outlet
I159584,C148492,Male,53,Cosmetics,4,162.64,Credit Card,4/10/22,Kanyon
I523214,C283182,Male,63,Clothing,2,600.16,Credit Card,3/3/22,Emaar Square Mall
I629092,C866861,Male,69,Clothing,3,900.24,Credit Card,26/11/2021,Emaar Square Mall
I800596,C516301,Male,36,Cosmetics,2,81.32,Cash,17/10/2021,Mall of Istanbul
I341800,C132054,Female,22,Clothing,3,900.24,Credit Card,10/4/22,Kanyon
I118219,C336924,Female,58,Clothing,5,1500.4,Cash,17/10/2022,Mall of Istanbul
I245932,C335073,Female,56,Technology,5,5250.0,Credit Card,24/09/2022,Viaport Outlet
I291878,C119087,Male,49,Toys,3,107.52,Cash,4/12/21,Emaar Square Mall
I260108,C193629,Male,28,Books,3,45.45,Credit Card,2/3/22,Zorlu Center
I307327,C211779,Female,39,Cosmetics,2,81.32,Cash,27/12/2022,Metrocity
I199571,C175769,Male,19,Food & Beverage,2,10.46,Cash,5/5/22,Metrocity
I143452,C238871,Female,56,Shoes,3,1800.51,Cash,28/08/2022,Viaport Outlet
I103205,C264683,Male,54,Clothing,4,1200.32,Credit Card,15/05/2022,Kanyon
I132516,C129962,Female,40,Toys,5,179.2,Cash,14/01/2023,Viaport Outlet
I260357,C326064,Female,45,Shoes,2,1200.34,Credit Card,15/02/2023,Metropol AVM
I264720,C502878,Male,24,Cosmetics,4,162.64,Cash,26/07/2021,Kanyon
I201176,C232505,Male,28,Clothing,3,900.24,Cash,11/2/22,Forum Istanbul
I302708,C442862,Female,48,Shoes,4,2400.68,Credit Card,15/01/2022,Istinye Park
I280480,C193315,Female,22,Cosmetics,5,203.3,Cash,11/8/22,Metropol AVM
I573701,C170942,Female,69,Cosmetics,4,162.64,Credit Card,1/5/22,Mall of Istanbul
I303009,C134411,Male,48,Books,2,30.3,Credit Card,18/03/2022,Forum Istanbul
I145264,C332636,Female,31,Clothing,1,300.08,Credit Card,18/01/2021,Metrocity
I306287,C338670,Male,30,Cosmetics,4,162.64,Cash,31/01/2021,Viaport Outlet
I266557,C268230,Male,46,Clothing,5,1500.4,Credit Card,28/07/2022,Metrocity
I807951,C157121,Male,55,Food & Beverage,3,15.69,Cash,28/11/2021,Mall of Istanbul
I300145,C119603,Male,20,Toys,4,143.36,Cash,24/10/2022,Mall of Istanbul
I314510,C203294,Male,28,Cosmetics,2,81.32,Credit Card,3/4/22,Kanyon
I182663,C153424,Female,30,Clothing,3,900.24,Credit Card,22/06/2021,Metrocity
I239889,C173860,Female,35,Clothing,1,300.08,Cash,29/03/2021,Mall of Istanbul
I302280,C241410,Female,60,Shoes,4,2400.68,Credit Card,21/08/2022,Zorlu Center
I274669,C181854,Female,53,Clothing,5,1500.4,Credit Card,10/1/22,Istinye Park
I149610,C126995,Male,55,Clothing,2,600.16,Credit Card,26/12/2021,Mall of Istanbul
I225365,C151253,Male,62,Cosmetics,4,162.64,Cash,21/03/2022,Metropol AVM
I191291,C500846,Female,60,Toys,4,143.36,Credit Card,24/10/2022,Kanyon
I215504,C141786,Male,57,Technology,1,1050.0,Credit Card,14/01/2021,Metrocity
I940616,C128722,Male,55,Toys,2,71.68,Cash,10/6/21,Metropol AVM
I481619,C173534,Female,48,Cosmetics,1,40.66,Cash,13/09/2022,Emaar Square Mall
I250876,C246880,Female,27,Cosmetics,1,40.66,Credit Card,25/01/2021,Metrocity
I913171,C102957,Female,62,Food & Beverage,1,5.23,Cash,5/10/22,Zorlu Center
I104750,C200562,Female,33,Shoes,1,600.17,Cash,12/6/21,Metrocity
I146995,C305527,Male,64,Clothing,4,1200.32,Cash,14/04/2022,Forum Istanbul
I882355,C962492,Female,36,Food & Beverage,1,5.23,Credit Card,10/6/21,Mall of Istanbul
I597124,C150220,Female,59,Clothing,2,600.16,Debit Card,10/12/22,Mall of Istanbul
I241961,C243116,Male,50,Technology,5,5250.0,Cash,20/09/2021,Mall of Istanbul
