,index,invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
2808,30501,I175273,C236880,Male,33,Clothing,5,1500.4,Cash,7/1/23,Mall of Istanbul
3150,74376,I161893,C328982,Male,33,Shoes,2,1200.34,Credit Card,22/09/2021,Cevahir AVM
2503,31363,I171013,C316140,Male,32,Clothing,1,300.08,Cash,9/9/22,Kanyon
2334,29969,I146718,C238711,Male,54,Clothing,1,300.08,Cash,25/12/2022,Kanyon
147,49412,I275575,C474974,Male,28,Cosmetics,1,40.66,Cash,30/03/2022,Zorlu Center
1793,78491,I116060,C591544,Female,47,Shoes,4,2400.68,Debit Card,10/11/21,Kanyon
642,30619,I202869,C597043,Male,33,Clothing,4,1200.32,Cash,25/02/2021,Mall of Istanbul
3768,32036,I125563,C844736,Female,34,Clothing,4,1200.32,Credit Card,30/05/2021,Mall of Istanbul
1070,12001,I321567,C380736,Male,35,Clothing,3,900.24,Cash,31/01/2022,Metrocity
2790,90297,I256370,C186615,Female,66,Toys,1,35.84,Debit Card,6/6/21,Metropol AVM
3689,47414,I840238,C296693,Female,63,Cosmetics,2,81.32,Cash,22/11/2022,Mall of Istanbul
284,97630,I250525,C236190,Male,33,Toys,5,179.2,Cash,10/7/21,Kanyon
3271,70624,I856087,C244234,Male,38,Shoes,1,600.17,Credit Card,11/3/22,Mall of Istanbul
2619,17656,I109577,C620094,Female,46,Clothing,4,1200.32,Debit Card,20/05/2022,Istinye Park
30,60214,I172133,C103727,Male,40,Food & Beverage,2,10.46,Credit Card,28/01/2022,Metrocity
2990,51919,I778876,C278623,Male,43,Cosmetics,1,40.66,Credit Card,9/3/22,Kanyon
3761,78462,I283115,C794815,Male,44,Shoes,2,1200.34,Credit Card,19/03/2022,Viaport Outlet
3813,86852,I288923,C202533,Male,52,Technology,2,2100,Credit Card,10/9/21,Emaar Square Mall
4416,28670,I174059,C285976,Male,24,Clothing,3,900.24,Cash,25/02/2022,Istinye Park
3998,86523,I192635,C324670,Male,20,Technology,3,3150,Debit Card,20/11/2021,Mall of Istanbul
1211,40241,I225058,C102625,Female,44,Cosmetics,4,162.64,Credit Card,28/09/2021,Metrocity
190,25849,I126069,C249216,Male,67,Clothing,3,900.24,Debit Card,21/04/2021,Istinye Park
4194,62751,I302944,C618588,Female,54,Food & Beverage,4,20.92,Debit Card,24/12/2022,Metropol AVM
1737,81671,I625016,C306130,Female,65,Souvenir,3,35.19,Credit Card,27/10/2022,Metrocity
2185,69632,I261639,C278657,Male,38,Shoes,5,3000.85,Cash,11/7/21,Istinye Park
1814,6503,I170677,C198069,Male,40,Clothing,4,1200.32,Credit Card,16/01/2023,Kanyon
1248,21664,I540044,C329836,Male,25,Clothing,3,900.24,Cash,19/11/2022,Zorlu Center
914,38201,I161994,C688658,Male,38,Clothing,4,1200.32,Debit Card,11/1/21,Istinye Park
189,50189,I307558,C706697,Female,23,Cosmetics,2,81.32,Cash,6/6/21,Mall of Istanbul
2201,62741,I263985,C315572,Female,62,Food & Beverage,2,10.46,Cash,27/12/2021,Istinye Park
1280,15682,I677855,C296695,Female,18,Clothing,5,1500.4,Cash,7/9/21,Kanyon
932,96468,I687258,C792338,Male,65,Toys,5,179.2,Cash,11/1/21,Cevahir AVM
961,5943,I175470,C209123,Male,69,Clothing,2,600.16,Debit Card,7/9/21,Mall of Istanbul
2500,82327,I561511,C289685,Male,42,Souvenir,1,11.73,Credit Card,10/6/22,Forum Istanbul
1829,94542,I113183,C133680,Female,56,Toys,4,143.36,Cash,25/09/2022,Metropol AVM
3624,17372,I250750,C256466,Female,39,Clothing,1,300.08,Credit Card,7/2/21,Cevahir AVM
1228,15939,I167847,C145079,Female,53,Clothing,3,900.24,Credit Card,8/10/22,Mall of Istanbul
2252,54854,I235821,C826270,Female,42,Food & Beverage,3,15.69,Debit Card,11/1/21,Istinye Park
2760,1509,I269584,C177312,Female,55,Books,1,15.15,Cash,24/11/2022,Cevahir AVM
3631,94240,I781854,C141893,Female,66,Toys,1,35.84,Credit Card,23/06/2022,Mall of Istanbul
4742,53108,I198012,C116329,Female,28,Cosmetics,1,40.66,Debit Card,19/03/2022,Istinye Park
905,6787,I199678,C127290,Female,35,Clothing,1,300.08,Cash,22/09/2021,Zorlu Center
1649,52065,I244475,C623719,Male,22,Cosmetics,5,203.3,Credit Card,5/2/23,Istinye Park
2917,1623,I242405,C606956,Female,46,Books,4,60.6,Cash,16/01/2021,Zorlu Center
3933,41449,I905518,C774506,Male,43,Cosmetics,1,40.66,Cash,19/06/2022,Cevahir AVM
4179,29445,I268323,C196776,Male,38,Clothing,2,600.16,Credit Card,15/06/2022,Metrocity
4541,26514,I370813,C112458,Female,45,Clothing,1,300.08,Cash,8/1/21,Istinye Park
196,30180,I595425,C597755,Female,60,Clothing,3,900.24,Debit Card,23/10/2021,Istinye Park
4644,7035,I208277,C884616,Female,39,Clothing,4,1200.32,Credit Card,21/02/2022,Kanyon
463,2472,I297323,C299432,Male,67,Books,2,30.3,Debit Card,24/08/2021,Mall of Istanbul
4853,85315,I249286,C207386,Female,37,Technology,4,4200,Credit Card,29/07/2022,Emaar Square Mall
928,43177,I656916,C181424,Male,64,Cosmetics,1,40.66,Cash,1/7/22,Istinye Park
3204,61467,I294350,C104646,Male,69,Food & Beverage,5,26.15,Cash,14/07/2021,Istinye Park
3706,8295,I112526,C762234,Female,33,Clothing,1,300.08,Cash,27/01/2021,Metrocity
1308,41110,I156973,C205515,Female,25,Cosmetics,3,121.98,Cash,8/8/21,Kanyon
2974,23571,I127794,C294064,Female,36,Clothing,3,900.24,Credit Card,8/5/21,Istinye Park
2652,35697,I300842,C282603,Female,40,Clothing,3,900.24,Debit Card,28/05/2022,Forum Istanbul
1942,75252,I331916,C339416,Male,59,Shoes,4,2400.68,Credit Card,21/02/2021,Istinye Park
970,84899,I189007,C226344,Female,65,Technology,3,3150,Cash,24/07/2022,Forum Istanbul
3710,13222,I112505,C449604,Female,62,Clothing,4,1200.32,Cash,10/10/22,Mall of Istanbul
790,10014,I278451,C126967,Female,24,Clothing,3,900.24,Cash,27/04/2021,Mall of Istanbul
4915,22297,I503633,C220983,Male,69,Clothing,4,1200.32,Credit Card,15/12/2022,Mall of Istanbul
4215,52162,I754281,C115960,Female,38,Cosmetics,4,162.64,Credit Card,21/01/2023,Istinye Park
448,48028,I292949,C114212,Male,22,Cosmetics,3,121.98,Credit Card,18/07/2022,Kanyon
832,20047,I187621,C771918,Female,50,Clothing,5,1500.4,Cash,14/10/2022,Kanyon
1456,59259,I161623,C151790,Male,42,Food & Beverage,3,15.69,Cash,21/10/2022,Metrocity
910,36426,I328050,C102923,Female,34,Clothing,2,600.16,Debit Card,12/6/22,Istinye Park
2423,91545,I301968,C186873,Female,34,Toys,2,71.68,Cash,9/10/22,Metrocity
1251,26034,I149462,C222328,Female,22,Clothing,2,600.16,Credit Card,21/02/2022,Metrocity
1135,68279,I108145,C181704,Female,54,Food & Beverage,5,26.15,Cash,29/01/2023,Kanyon
568,12776,I267728,C311489,Male,66,Clothing,5,1500.4,Cash,22/07/2022,Metropol AVM
575,80144,I171012,C205778,Female,35,Souvenir,1,11.73,Cash,7/10/22,Metropol AVM
2208,73646,I147221,C551157,Female,22,Shoes,1,600.17,Cash,22/06/2022,Kanyon
2910,26709,I902936,C333314,Female,58,Clothing,3,900.24,Cash,12/2/22,Kanyon
2034,64624,I169646,C685559,Male,41,Food & Beverage,2,10.46,Debit Card,16/09/2021,Kanyon
2270,80115,I446191,C175902,Male,66,Souvenir,2,23.46,Credit Card,16/10/2022,Metrocity
3676,38241,I226055,C102341,Female,53,Clothing,4,1200.32,Cash,3/9/21,Metropol AVM
2848,66248,I152016,C186845,Male,63,Food & Beverage,5,26.15,Cash,19/09/2021,Cevahir AVM
2959,37255,I192377,C179945,Female,58,Clothing,1,300.08,Cash,20/10/2021,Kanyon
4991,85776,I203904,C277839,Female,26,Technology,4,4200,Cash,19/01/2023,Metropol AVM
1120,86892,I253158,C172916,Female,66,Technology,2,2100,Cash,10/4/21,Istinye Park
2669,31100,I748374,C108398,Female,22,Clothing,3,900.24,Credit Card,29/12/2021,Kanyon
3765,97039,I194702,C151973,Male,32,Toys,5,179.2,Cash,17/04/2022,Forum Istanbul
2837,9891,I204595,C117880,Female,23,Clothing,2,600.16,Cash,22/03/2022,Mall of Istanbul
302,32736,I160255,C150023,Female,32,Clothing,1,300.08,Credit Card,10/9/22,Forum Istanbul
4203,74790,I317228,C762073,Male,31,Shoes,2,1200.34,Cash,8/3/22,Kanyon
938,16704,I643744,C730314,Female,39,Clothing,3,900.24,Cash,27/10/2022,Istinye Park
2744,481,I204323,C186657,Female,41,Books,3,45.45,Credit Card,18/06/2021,Mall of Istanbul
1855,66344,I283800,C712149,Male,28,Food & Beverage,4,20.92,Credit Card,11/2/21,Metrocity
3023,13528,I198951,C158677,Male,69,Clothing,1,300.08,Debit Card,25/03/2021,Kanyon
4546,52617,I269155,C225072,Female,33,Cosmetics,2,81.32,Cash,23/09/2022,Mall of Istanbul
4772,78408,I897564,C186399,Male,62,Shoes,2,1200.34,Credit Card,15/05/2022,Emaar Square Mall
4743,12325,I317658,C210167,Female,47,Clothing,3,900.24,Cash,18/02/2023,Forum Istanbul
2413,58092,I264250,C901088,Male,33,Food & Beverage,5,26.15,Cash,28/05/2021,Kanyon
2798,49567,I328987,C760929,Female,30,Cosmetics,4,162.64,Cash,10/6/21,Zorlu Center
1147,94729,I317051,C159075,Male,64,Toys,3,107.52,Cash,4/9/21,Kanyon
1057,56772,I119056,C222538,Female,23,Food & Beverage,5,26.15,Debit Card,12/12/21,Mall of Istanbul
2666,10153,I163688,C321304,Male,50,Clothing,5,1500.4,Debit Card,9/7/21,Cevahir AVM
1663,37414,I219902,C121671,Female,19,Clothing,1,300.08,Credit Card,20/05/2022,Viaport Outlet
3699,31173,I609179,C584189,Female,60,Clothing,2,600.16,Credit Card,12/5/21,Metrocity
22,27918,I864601,C531676,Female,46,Clothing,2,600.16,Debit Card,9/9/21,Metropol AVM
1366,52839,I192944,C239891,Female,64,Cosmetics,2,81.32,Cash,25/01/2022,Forum Istanbul
631,10451,I310409,C353434,Female,63,Clothing,3,900.24,Cash,25/04/2021,Metropol AVM
3605,28049,I242250,C376397,Male,21,Clothing,3,900.24,Credit Card,18/08/2021,Kanyon
4641,56900,I224589,C947597,Male,30,Food & Beverage,1,5.23,Cash,20/02/2022,Metropol AVM
1236,81009,I133462,C324788,Female,46,Souvenir,5,58.65,Cash,11/8/22,Mall of Istanbul
3645,21680,I168547,C106854,Female,67,Clothing,3,900.24,Credit Card,22/09/2021,Cevahir AVM
298,53005,I207888,C162512,Female,52,Cosmetics,5,203.3,Cash,26/12/2021,Viaport Outlet
139,73317,I269764,C329708,Female,41,Shoes,2,1200.34,Cash,19/01/2023,Cevahir AVM
232,33537,I154361,C261532,Male,58,Clothing,1,300.08,Debit Card,14/07/2022,Metrocity
2984,55862,I236841,C763003,Male,66,Food & Beverage,5,26.15,Credit Card,14/12/2021,Metrocity
2916,46391,I619628,C158333,Male,67,Cosmetics,1,40.66,Cash,15/02/2022,Metrocity
1357,24466,I178756,C168400,Male,31,Clothing,3,900.24,Credit Card,23/09/2021,Metrocity
3981,76879,I896550,C135806,Female,42,Shoes,3,1800.51,Credit Card,24/01/2021,Viaport Outlet
2800,35665,I633042,C210652,Male,43,Clothing,1,300.08,Debit Card,28/01/2022,Istinye Park
253,71174,I973475,C162547,Female,21,Shoes,4,2400.68,Cash,14/04/2021,Kanyon
4648,78030,I199249,C643344,Male,45,Shoes,1,600.17,Debit Card,17/12/2021,Metrocity
2824,46850,I335259,C885623,Male,35,Cosmetics,4,162.64,Cash,27/08/2022,Metrocity
477,15850,I178312,C307384,Female,50,Clothing,2,600.16,Cash,1/7/22,Zorlu Center
1631,73471,I639470,C237542,Male,18,Shoes,4,2400.68,Credit Card,19/10/2022,Metropol AVM
3576,6292,I288681,C260142,Female,57,Clothing,4,1200.32,Cash,22/01/2022,Istinye Park
927,55627,I572990,C146245,Male,28,Food & Beverage,3,15.69,Debit Card,19/12/2022,Viaport Outlet
2234,53583,I726332,C159437,Female,27,Cosmetics,1,40.66,Credit Card,23/05/2022,Metropol AVM
655,83073,I479087,C870664,Male,66,Souvenir,3,35.19,Cash,23/08/2021,Metropol AVM
1610,94169,I275520,C234561,Male,62,Toys,1,35.84,Cash,26/12/2022,Istinye Park
570,1217,I230730,C706936,Male,25,Books,2,30.3,Cash,26/07/2021,Emaar Square Mall
60,20061,I331472,C288939,Male,23,Clothing,2,600.16,Cash,13/02/2022,Kanyon
1718,43695,I134505,C147317,Female,44,Cosmetics,2,81.32,Cash,28/02/2021,Metrocity
721,19744,I159600,C305473,Female,54,Clothing,5,1500.4,Debit Card,4/7/22,Forum Istanbul
1877,85754,I245932,C335073,Female,56,Technology,5,5250,Credit Card,24/09/2022,Viaport Outlet
3700,70872,I253457,C141158,Female,23,Shoes,1,600.17,Credit Card,25/06/2021,Emaar Square Mall
99,86249,I398617,C130077,Male,23,Technology,4,4200,Credit Card,10/5/22,Metrocity
4945,10376,I187044,C259503,Female,68,Clothing,5,1500.4,Cash,22/09/2022,Kanyon
95,18674,I316641,C189212,Male,50,Clothing,3,900.24,Cash,18/09/2021,Metropol AVM
3194,83923,I261880,C113121,Female,31,Souvenir,1,11.73,Credit Card,24/05/2022,Metropol AVM
1165,57250,I138487,C307199,Male,36,Food & Beverage,3,15.69,Credit Card,15/06/2021,Mall of Istanbul
2599,16148,I259145,C217086,Female,51,Clothing,2,600.16,Cash,25/04/2022,Metrocity
2177,31898,I276179,C184604,Female,63,Clothing,4,1200.32,Debit Card,29/06/2021,Mall of Istanbul
4475,69967,I335534,C105837,Female,27,Shoes,1,600.17,Credit Card,29/04/2022,Emaar Square Mall
3426,78283,I249275,C151184,Female,60,Shoes,1,600.17,Credit Card,3/3/21,Metrocity
426,17379,I328437,C570354,Female,45,Clothing,3,900.24,Cash,9/5/21,Kanyon
2841,90202,I139848,C545456,Male,37,Toys,4,143.36,Cash,11/4/22,Istinye Park
4074,88091,I843236,C536194,Female,26,Technology,3,3150,Credit Card,11/7/21,Emaar Square Mall
4968,65867,I281589,C289000,Male,64,Food & Beverage,4,20.92,Credit Card,16/03/2021,Mall of Istanbul
4258,16469,I112154,C829554,Female,56,Clothing,3,900.24,Cash,11/8/22,Metropol AVM
2372,25437,I258307,C286211,Female,42,Clothing,2,600.16,Cash,31/01/2023,Kanyon
4412,77880,I137798,C152917,Male,57,Shoes,1,600.17,Cash,4/2/23,Kanyon
4640,76240,I115486,C321441,Female,19,Shoes,4,2400.68,Credit Card,18/04/2021,Kanyon
3412,44841,I264580,C309318,Female,22,Cosmetics,4,162.64,Credit Card,12/3/22,Forum Istanbul
3918,17945,I588444,C719478,Female,54,Clothing,2,600.16,Cash,28/10/2021,Zorlu Center
3693,72046,I194929,C103814,Female,68,Shoes,4,2400.68,Debit Card,14/06/2021,Mall of Istanbul
1193,1011,I187543,C143990,Male,38,Books,2,30.3,Cash,22/02/2023,Kanyon
4936,15261,I391966,C610387,Male,68,Clothing,2,600.16,Credit Card,27/09/2021,Zorlu Center
4827,87402,I120047,C216634,Female,24,Technology,1,1050,Credit Card,18/11/2021,Istinye Park
1805,19262,I312848,C952974,Female,53,Clothing,4,1200.32,Cash,26/11/2021,Istinye Park
304,1282,I404135,C138892,Female,37,Books,4,60.6,Credit Card,26/01/2023,Metrocity
160,47736,I186972,C192406,Female,21,Cosmetics,4,162.64,Cash,6/6/21,Metrocity
1365,46342,I165329,C135310,Female,18,Cosmetics,1,40.66,Cash,1/5/22,Emaar Square Mall
2039,46257,I167195,C137430,Female,66,Cosmetics,1,40.66,Cash,4/5/21,Zorlu Center
912,67039,I208135,C230777,Male,52,Food & Beverage,5,26.15,Cash,11/10/21,Zorlu Center
3199,44016,I293619,C238327,Female,66,Cosmetics,1,40.66,Credit Card,1/5/22,Kanyon
4802,31640,I250718,C875602,Female,69,Clothing,3,900.24,Cash,11/4/21,Metropol AVM
455,53631,I304446,C587958,Female,39,Cosmetics,4,162.64,Credit Card,3/10/22,Kanyon
1761,44287,I740675,C147324,Female,66,Cosmetics,4,162.64,Debit Card,12/7/21,Forum Istanbul
1379,71536,I106584,C935895,Female,57,Shoes,1,600.17,Cash,8/7/22,Mall of Istanbul
2759,52303,I144508,C120692,Male,22,Cosmetics,1,40.66,Cash,7/3/22,Istinye Park
4495,38808,I963018,C475034,Female,34,Clothing,5,1500.4,Credit Card,27/03/2022,Istinye Park
3189,28054,I975199,C282514,Male,36,Clothing,2,600.16,Credit Card,12/8/22,Kanyon
4493,87763,I111608,C228697,Male,34,Technology,1,1050,Debit Card,13/04/2021,Metropol AVM
4623,7915,I182732,C310978,Female,34,Clothing,3,900.24,Cash,13/04/2021,Metrocity
1811,8590,I890444,C206568,Female,31,Clothing,5,1500.4,Cash,5/2/21,Mall of Istanbul
1731,97815,I926540,C137614,Female,34,Toys,5,179.2,Cash,20/02/2021,Kanyon
1330,15134,I108808,C260636,Male,56,Clothing,4,1200.32,Credit Card,17/10/2021,Zorlu Center
4310,85119,I740805,C217177,Female,48,Technology,2,2100,Debit Card,6/9/22,Istinye Park
1563,52168,I616017,C189728,Female,42,Cosmetics,5,203.3,Credit Card,11/5/22,Kanyon
3068,66274,I100218,C205490,Male,37,Food & Beverage,1,5.23,Cash,15/10/2022,Kanyon
3842,78478,I676129,C103484,Male,51,Shoes,5,3000.85,Debit Card,12/11/22,Kanyon
2080,92479,I198779,C992041,Female,55,Toys,3,107.52,Credit Card,19/01/2022,Mall of Istanbul
3033,87219,I324715,C295349,Male,49,Technology,1,1050,Cash,11/12/21,Kanyon
4399,36952,I169449,C123523,Female,55,Clothing,5,1500.4,Cash,28/09/2022,Metropol AVM
4580,24863,I135900,C302012,Female,55,Clothing,2,600.16,Cash,30/01/2022,Metropol AVM
1941,81333,I278727,C212031,Female,59,Souvenir,4,46.92,Debit Card,22/02/2021,Istinye Park
3470,94726,I274093,C327337,Female,69,Toys,2,71.68,Debit Card,12/8/21,Zorlu Center
2102,68612,I198209,C266757,Female,40,Food & Beverage,5,26.15,Debit Card,22/05/2022,Cevahir AVM
741,46884,I837490,C948972,Male,68,Cosmetics,5,203.3,Debit Card,6/2/21,Mall of Istanbul
4435,4588,I241439,C927731,Male,69,Books,1,15.15,Cash,4/8/21,Istinye Park
4108,74116,I152639,C763038,Male,41,Shoes,1,600.17,Cash,13/05/2021,Kanyon
265,91370,I437899,C286899,Female,62,Toys,3,107.52,Credit Card,1/1/23,Kanyon
4565,13262,I302183,C150883,Male,63,Clothing,1,300.08,Credit Card,25/09/2021,Viaport Outlet
2536,68248,I631530,C208360,Male,69,Food & Beverage,3,15.69,Cash,4/7/21,Mall of Istanbul
4788,58398,I860833,C220425,Male,40,Food & Beverage,3,15.69,Credit Card,13/03/2022,Istinye Park
294,26625,I329131,C835715,Male,40,Clothing,5,1500.4,Cash,16/09/2021,Metropol AVM
305,76813,I507497,C185642,Male,58,Shoes,2,1200.34,Debit Card,16/07/2021,Mall of Istanbul
2259,24581,I332310,C654167,Female,26,Clothing,1,300.08,Credit Card,22/10/2021,Metropol AVM
3898,72691,I294336,C408079,Male,40,Shoes,4,2400.68,Cash,30/04/2022,Metrocity
3812,46907,I188175,C241887,Female,23,Cosmetics,4,162.64,Cash,24/06/2021,Kanyon
3819,45707,I764002,C103845,Male,55,Cosmetics,1,40.66,Cash,5/8/21,Kanyon
1757,91004,I339186,C104371,Male,56,Toys,5,179.2,Debit Card,12/8/21,Kanyon
4321,97137,I235367,C636660,Male,28,Toys,2,71.68,Credit Card,29/04/2022,Metropol AVM
2733,29134,I287229,C817576,Female,25,Clothing,4,1200.32,Credit Card,21/05/2021,Cevahir AVM
2274,84640,I234484,C768738,Male,40,Technology,2,2100,Credit Card,22/09/2021,Kanyon
3979,67591,I991475,C107119,Male,49,Food & Beverage,4,20.92,Credit Card,31/08/2021,Kanyon
2288,96257,I171301,C298609,Male,43,Toys,5,179.2,Cash,24/11/2022,Istinye Park
4328,82366,I158224,C989483,Female,37,Souvenir,5,58.65,Cash,2/3/22,Kanyon
3660,25163,I134469,C334781,Female,66,Clothing,2,600.16,Debit Card,4/12/21,Kanyon
1584,57075,I126125,C190064,Male,21,Food & Beverage,2,10.46,Credit Card,30/12/2022,Cevahir AVM
3687,89386,I251743,C851508,Male,44,Toys,3,107.52,Debit Card,19/06/2022,Kanyon
4921,2349,I711070,C406836,Female,51,Books,4,60.6,Credit Card,14/10/2021,Metrocity
2530,34281,I214346,C180690,Female,64,Clothing,5,1500.4,Debit Card,28/10/2021,Viaport Outlet
1102,41582,I815253,C262720,Male,47,Cosmetics,1,40.66,Credit Card,4/4/21,Viaport Outlet
2909,42306,I130134,C306840,Female,54,Cosmetics,2,81.32,Debit Card,21/02/2021,Mall of Istanbul
1506,51211,I278761,C268261,Male,51,Cosmetics,1,40.66,Cash,20/04/2021,Kanyon
972,95442,I590967,C866457,Female,25,Toys,1,35.84,Cash,1/11/22,Istinye Park
3466,46956,I189337,C157291,Male,60,Cosmetics,5,203.3,Cash,17/02/2021,Emaar Square Mall
957,312,I468561,C169109,Female,35,Books,3,45.45,Cash,9/7/22,Viaport Outlet
3065,15616,I317704,C198634,Male,26,Clothing,3,900.24,Credit Card,20/01/2021,Metropol AVM
2757,7948,I198402,C116313,Female,50,Clothing,4,1200.32,Credit Card,28/06/2022,Mall of Istanbul
4950,21938,I333361,C267995,Male,51,Clothing,3,900.24,Cash,11/4/21,Metropol AVM
1678,24001,I417163,C169516,Female,19,Clothing,4,1200.32,Cash,7/1/23,Forum Istanbul
3346,24049,I123468,C848935,Male,59,Clothing,4,1200.32,Credit Card,2/4/21,Kanyon
770,98760,I107434,C175645,Female,39,Toys,5,179.2,Credit Card,31/10/2021,Mall of Istanbul
3055,35372,I619255,C135114,Female,53,Clothing,5,1500.4,Cash,30/04/2022,Mall of Istanbul
2074,97604,I135683,C157650,Female,43,Toys,3,107.52,Cash,14/05/2021,Zorlu Center
1303,16404,I549256,C262197,Male,23,Clothing,1,300.08,Debit Card,25/07/2021,Istinye Park
2388,33562,I844496,C132701,Male,43,Clothing,5,1500.4,Debit Card,4/2/22,Mall of Istanbul
844,88841,I234943,C337257,Male,64,Technology,3,3150,Cash,2/11/22,Metrocity
2853,35304,I232214,C276370,Male,39,Clothing,1,300.08,Debit Card,7/1/23,Metrocity
1137,77711,I106645,C442510,Female,19,Shoes,4,2400.68,Cash,21/06/2022,Cevahir AVM
901,44414,I177235,C912054,Male,68,Cosmetics,2,81.32,Debit Card,13/12/2021,Mall of Istanbul
2271,1498,I235336,C227394,Male,48,Books,5,75.75,Cash,17/07/2021,Metropol AVM
4470,99213,I504448,C126608,Female,56,Toys,2,71.68,Cash,2/6/21,Istinye Park
1992,17430,I486811,C257092,Female,24,Clothing,5,1500.4,Cash,24/09/2021,Metrocity
4208,81341,I284302,C808276,Male,31,Souvenir,5,58.65,Cash,27/08/2022,Mall of Istanbul
4257,55141,I132694,C238158,Female,36,Food & Beverage,4,20.92,Debit Card,22/11/2022,Kanyon
3534,44571,I185344,C312440,Female,40,Cosmetics,1,40.66,Credit Card,19/02/2021,Cevahir AVM
4818,30260,I597398,C603368,Male,20,Clothing,2,600.16,Cash,19/06/2022,Istinye Park
4395,36832,I933248,C109185,Male,54,Clothing,3,900.24,Cash,17/10/2022,Forum Istanbul
2439,77276,I173678,C276032,Male,20,Shoes,4,2400.68,Cash,5/4/22,Mall of Istanbul
4553,87412,I689658,C173074,Male,48,Technology,4,4200,Cash,20/08/2022,Metrocity
2044,72170,I615778,C139590,Female,26,Shoes,5,3000.85,Cash,6/3/22,Kanyon
1476,48822,I119653,C259304,Female,63,Cosmetics,5,203.3,Cash,10/8/22,Kanyon
1450,29982,I171002,C246323,Female,32,Clothing,2,600.16,Credit Card,25/10/2022,Forum Istanbul
1201,47249,I317961,C949834,Female,63,Cosmetics,5,203.3,Cash,19/01/2022,Viaport Outlet
1229,87146,I883276,C252623,Male,26,Technology,2,2100,Cash,27/06/2021,Istinye Park
3636,49271,I145882,C305889,Female,47,Cosmetics,3,121.98,Cash,26/04/2022,Kanyon
1652,37090,I139386,C590959,Female,47,Clothing,1,300.08,Cash,26/05/2022,Istinye Park
943,35931,I535777,C244020,Female,54,Clothing,3,900.24,Debit Card,27/12/2021,Metropol AVM
2293,78914,I640921,C134196,Male,41,Shoes,3,1800.51,Credit Card,5/5/22,Kanyon
154,72364,I481099,C307945,Female,68,Shoes,2,1200.34,Cash,2/10/21,Forum Istanbul
4886,21477,I280776,C207476,Male,43,Clothing,2,600.16,Cash,18/02/2023,Metropol AVM
