invoice_no,customer_id,gender,age,category,quantity,Price,payment_method,Datetime,shopping_mall
I742379,C200530,Male,30,Food & Beverage,4,20.92,Cash,2021-06-15,Emaar Square Mall
I300286,C332630,Female,62,Food & Beverage,5,26.15,Debit Card,2022-02-23,Istinye Park
I879418,C143085,Female,40,Food & Beverage,3,15.69,Cash,2022-09-14,Metrocity
I128866,C905714,Female,64,Food & Beverage,4,20.92,Credit Card,2022-10-19,Metrocity
I163385,C216870,Female,22,Clothing,1,300.08,Cash,2021-05-31,Forum Istanbul
I827726,C245259,Male,39,Shoes,4,2400.68,Credit Card,2023-02-23,Kanyon
I225237,C171966,Female,43,Clothing,5,1500.4,Cash,2022-07-30,Kanyon
I183120,C311879,Female,47,Cosmetics,1,40.66,Cash,2022-12-21,Kanyon
I109619,C257621,Male,53,Souvenir,3,35.19,Credit Card,2021-09-19,Istinye Park
I188150,C101545,Female,58,Toys,4,143.36,Credit Card,2022-03-26,Kanyon
I676269,C854043,Female,42,Shoes,4,2400.68,Credit Card,2021-08-22,Metrocity
I516090,C922887,Female,45,Souvenir,1,11.73,Cash,2022-04-20,Kanyon
I129202,C940017,Male,43,Food & Beverage,5,26.15,Cash,2021-07-28,Istinye Park
I301468,C441216,Female,67,Technology,4,4200.0,Credit Card,2022-06-26,Mall of Istanbul
I534019,C861354,Male,68,Food & Beverage,2,10.46,Credit Card,2022-04-23,Metrocity
I489923,C359931,Male,39,Cosmetics,2,81.32,Cash,2022-07-28,Viaport Outlet
I239215,C145106,Female,69,Toys,1,35.84,Debit Card,2021-07-15,Forum Istanbul
I294700,C261518,Female,18,Clothing,3,900.24,Cash,2021-11-22,Metrocity
I110709,C292223,Female,52,Cosmetics,3,121.98,Debit Card,2021-11-26,Metropol AVM
I280358,C717324,Male,50,Cosmetics,3,121.98,Credit Card,2022-07-13,Mall of Istanbul
I722748,C189867,Male,47,Clothing,2,600.16,Cash,2021-07-23,Istinye Park
I222792,C196169,Female,49,Toys,5,179.2,Debit Card,2022-04-15,Metrocity
I186024,C302430,Male,64,Technology,3,3150.0,Cash,2021-08-13,Kanyon
I254948,C289652,Male,35,Cosmetics,1,40.66,Credit Card,2022-09-18,Mall of Istanbul
I147350,C655825,Female,23,Food & Beverage,5,26.15,Debit Card,2021-08-17,Mall of Istanbul
I484701,C230579,Female,66,Clothing,1,300.08,Debit Card,2021-08-25,Kanyon
I788503,C277448,Female,28,Clothing,5,1500.4,Cash,2022-06-29,Istinye Park
I100960,C156642,Female,57,Books,3,45.45,Cash,2023-01-31,Kanyon
I317806,C149163,Male,21,Souvenir,4,46.92,Credit Card,2023-01-25,Mall of Istanbul
I127810,C612040,Female,33,Clothing,1,300.08,Debit Card,2022-01-24,Metropol AVM
I260550,C281663,Male,67,Toys,4,143.36,Cash,2021-04-19,Metrocity
I228897,C152700,Female,43,Toys,2,71.68,Cash,2021-07-24,Kanyon
I326199,C688186,Male,39,Cosmetics,4,162.64,Credit Card,2021-04-16,Istinye Park
I298033,C883295,Female,59,Clothing,3,900.24,Cash,2021-03-20,Kanyon
I318777,C371100,Female,60,Clothing,3,900.24,Debit Card,2022-05-17,Kanyon
I512194,C267048,Male,22,Shoes,5,3000.85,Credit Card,2021-11-26,Istinye Park
I894666,C218770,Female,48,Food & Beverage,2,10.46,Credit Card,2022-06-16,Istinye Park
I233431,C323544,Female,20,Clothing,4,1200.32,Cash,2022-08-29,Istinye Park
I280590,C142284,Female,18,Clothing,2,600.16,Debit Card,2022-10-26,Forum Istanbul
I153987,C130541,Male,37,Souvenir,1,11.73,Cash,2023-02-24,Mall of Istanbul
I494380,C203550,Female,28,Clothing,3,900.24,Cash,2021-07-17,Cevahir AVM
I241015,C187856,Female,62,Technology,5,5250.0,Credit Card,2022-01-22,Mall of Istanbul
I127926,C301664,Female,18,Food & Beverage,3,15.69,Credit Card,2022-08-14,Mall of Istanbul
I140968,C148783,Male,45,Clothing,5,1500.4,Cash,2022-10-21,Metropol AVM
I104636,C122420,Male,33,Clothing,4,1200.32,Cash,2021-04-18,Mall of Istanbul
I102058,C245703,Female,50,Cosmetics,1,40.66,Debit Card,2022-04-27,Mall of Istanbul
I255306,C840159,Female,25,Toys,2,71.68,Debit Card,2021-12-19,Metrocity
I872181,C260298,Female,28,Cosmetics,1,40.66,Credit Card,2022-06-24,Metropol AVM
I174652,C565663,Male,51,Cosmetics,1,40.66,Credit Card,2021-10-23,Metrocity
I259130,C259941,Male,59,Clothing,5,1500.4,Cash,2021-07-22,Kanyon
I100284,C174674,Female,66,Clothing,2,600.16,Credit Card,2022-08-13,Kanyon
I303121,C167184,Female,41,Clothing,2,600.16,Credit Card,2021-04-21,Metrocity
I244194,C309304,Female,57,Cosmetics,3,121.98,Credit Card,2022-03-15,Forum Istanbul
I107434,C175645,Female,39,Toys,5,179.2,Credit Card,2021-10-31,Mall of Istanbul
I142403,C275133,Male,43,Food & Beverage,3,15.69,Credit Card,2023-01-17,Metrocity
I235932,C202581,Male,19,Cosmetics,4,162.64,Cash,2022-05-21,Istinye Park
I289680,C197620,Female,51,Food & Beverage,4,20.92,Debit Card,2023-02-23,Cevahir AVM
I181214,C177523,Female,45,Clothing,1,300.08,Cash,2022-10-24,Cevahir AVM
I281538,C197729,Male,40,Technology,5,5250.0,Cash,2022-01-18,Metrocity
I159622,C204053,Male,46,Clothing,1,300.08,Debit Card,2023-02-16,Istinye Park
I329281,C300746,Female,63,Shoes,5,3000.85,Debit Card,2022-02-26,Mall of Istanbul
I109385,C811591,Female,42,Shoes,1,600.17,Debit Card,2021-03-15,Istinye Park
I166960,C308958,Male,38,Clothing,5,1500.4,Cash,2022-05-18,Metrocity
I140655,C204992,Male,24,Food & Beverage,4,20.92,Cash,2021-01-27,Mall of Istanbul
I503842,C107918,Female,35,Clothing,2,600.16,Cash,2022-06-15,Istinye Park
I324898,C608898,Male,62,Shoes,3,1800.51,Cash,2022-07-20,Kanyon
I193390,C115747,Male,36,Cosmetics,2,81.32,Cash,2022-07-24,Metropol AVM
I119987,C121774,Female,40,Souvenir,4,46.92,Credit Card,2022-04-21,Emaar Square Mall
I301694,C154644,Male,50,Clothing,5,1500.4,Credit Card,2021-04-23,Mall of Istanbul
I313967,C120412,Male,51,Food & Beverage,4,20.92,Credit Card,2022-11-28,Zorlu Center
I325157,C336978,Female,49,Clothing,3,900.24,Credit Card,2021-09-18,Metrocity
I112378,C308150,Female,34,Shoes,4,2400.68,Cash,2021-10-23,Metrocity
I295595,C138656,Female,69,Food & Beverage,2,10.46,Cash,2021-05-28,Cevahir AVM
I299597,C119546,Female,28,Clothing,5,1500.4,Credit Card,2021-05-19,Mall of Istanbul
I302104,C529445,Male,62,Cosmetics,3,121.98,Credit Card,2022-03-15,Kanyon
I140097,C161252,Female,57,Books,1,15.15,Cash,2021-01-24,Istinye Park
I852985,C182753,Female,47,Food & Beverage,5,26.15,Debit Card,2021-04-19,Metropol AVM
I276907,C285684,Female,31,Clothing,1,300.08,Cash,2021-11-23,Istinye Park
I196038,C116812,Female,18,Food & Beverage,3,15.69,Cash,2021-04-24,Metrocity
I319095,C229841,Male,39,Clothing,5,1500.4,Cash,2021-02-25,Metrocity
I281343,C892576,Female,34,Clothing,4,1200.32,Cash,2021-12-20,Zorlu Center
I395246,C339226,Female,31,Toys,1,35.84,Cash,2022-11-14,Mall of Istanbul
I308142,C966724,Female,62,Books,4,60.6,Cash,2022-08-15,Metropol AVM
I240025,C393602,Female,44,Cosmetics,1,40.66,Cash,2021-11-15,Metrocity
I314201,C959492,Female,65,Food & Beverage,2,10.46,Debit Card,2021-03-15,Emaar Square Mall
I731571,C317865,Male,63,Clothing,3,900.24,Debit Card,2022-07-15,Zorlu Center
I668746,C246451,Female,41,Cosmetics,4,162.64,Credit Card,2023-02-13,Kanyon
I667382,C213725,Male,37,Technology,1,1050.0,Cash,2022-02-25,Mall of Istanbul
I168715,C611426,Female,59,Food & Beverage,5,26.15,Cash,2022-04-16,Mall of Istanbul
I117979,C262053,Male,35,Toys,4,143.36,Cash,2021-12-16,Zorlu Center
I124013,C966890,Female,29,Shoes,3,1800.51,Cash,2022-06-28,Kanyon
I320063,C261912,Female,20,Shoes,5,3000.85,Credit Card,2023-02-18,Cevahir AVM
I260606,C852915,Female,44,Books,3,45.45,Credit Card,2022-05-29,Mall of Istanbul
I293021,C120840,Female,64,Cosmetics,2,81.32,Credit Card,2021-11-15,Mall of Istanbul
I469602,C285484,Female,42,Shoes,3,1800.51,Cash,2021-03-19,Viaport Outlet
I163428,C283537,Male,30,Toys,2,71.68,Debit Card,2022-02-26,Istinye Park
I675619,C130299,Female,25,Cosmetics,2,81.32,Credit Card,2021-04-23,Metropol AVM
I985478,C324683,Male,55,Clothing,4,1200.32,Credit Card,2023-01-24,Kanyon
I374007,C538632,Female,48,Clothing,3,900.24,Cash,2021-12-29,Kanyon
I257042,C217909,Female,55,Clothing,4,1200.32,Cash,2022-10-19,Kanyon
I295678,C245652,Female,51,Clothing,3,900.24,Cash,2023-01-20,Cevahir AVM
I677132,C288052,Male,24,Food & Beverage,4,20.92,Credit Card,2022-02-25,Kanyon
I187104,C113055,Female,68,Cosmetics,2,81.32,Cash,2021-08-21,Mall of Istanbul
I591945,C967411,Female,30,Toys,2,71.68,Debit Card,2023-02-13,Forum Istanbul
I338563,C323854,Male,57,Clothing,5,1500.4,Credit Card,2022-11-14,Mall of Istanbul
I810646,C280008,Male,64,Shoes,5,3000.85,Credit Card,2021-10-28,Forum Istanbul
I155117,C121864,Female,31,Books,5,75.75,Credit Card,2021-06-13,Emaar Square Mall
I288095,C729191,Female,48,Clothing,4,1200.32,Debit Card,2021-07-30,Viaport Outlet
I142562,C215968,Female,38,Toys,2,71.68,Cash,2021-08-16,Emaar Square Mall
I190231,C333804,Female,26,Clothing,1,300.08,Credit Card,2022-08-27,Metrocity
I206914,C301735,Male,53,Shoes,1,600.17,Debit Card,2021-11-18,Zorlu Center
I352701,C205214,Female,23,Clothing,2,600.16,Credit Card,2023-02-15,Cevahir AVM
I323417,C751265,Female,64,Food & Beverage,4,20.92,Cash,2022-06-19,Mall of Istanbul
I168478,C108474,Female,61,Technology,4,4200.0,Cash,2022-08-30,Metrocity
I302962,C105522,Female,67,Cosmetics,1,40.66,Debit Card,2023-02-28,Metropol AVM
I124928,C213693,Male,39,Technology,4,4200.0,Debit Card,2022-05-13,Metropol AVM
I707877,C226960,Male,53,Clothing,4,1200.32,Cash,2022-07-28,Istinye Park
I288665,C255825,Female,29,Food & Beverage,5,26.15,Credit Card,2022-07-13,Emaar Square Mall
I764316,C285103,Male,26,Clothing,1,300.08,Credit Card,2021-07-17,Istinye Park
I519664,C243420,Male,31,Clothing,5,1500.4,Cash,2022-03-25,Mall of Istanbul
I236884,C776641,Female,39,Clothing,1,300.08,Cash,2022-12-31,Forum Istanbul
I144466,C757269,Male,23,Food & Beverage,5,26.15,Debit Card,2021-06-15,Istinye Park
I261267,C255903,Female,29,Technology,4,4200.0,Debit Card,2022-07-27,Kanyon
I190439,C145982,Female,32,Clothing,3,900.24,Credit Card,2022-06-24,Metropol AVM
I188647,C265961,Male,21,Cosmetics,3,121.98,Cash,2022-03-30,Metrocity
I287722,C296868,Female,27,Clothing,1,300.08,Credit Card,2021-08-19,Mall of Istanbul
I208025,C703279,Female,38,Cosmetics,2,81.32,Credit Card,2021-07-18,Kanyon
I176408,C327253,Male,54,Cosmetics,2,81.32,Debit Card,2022-10-23,Mall of Istanbul
I175754,C142205,Male,48,Cosmetics,4,162.64,Cash,2022-02-24,Forum Istanbul
I329655,C184917,Male,60,Toys,2,71.68,Credit Card,2021-10-29,Mall of Istanbul
I108169,C238466,Female,20,Clothing,4,1200.32,Debit Card,2021-05-31,Metropol AVM
I251573,C325043,Female,37,Souvenir,2,23.46,Cash,2021-08-30,Metropol AVM
I329324,C470613,Female,39,Cosmetics,4,162.64,Cash,2023-01-18,Kanyon
I315976,C237635,Female,31,Books,2,30.3,Debit Card,2021-01-13,Viaport Outlet
I766507,C227475,Male,59,Clothing,5,1500.4,Cash,2022-10-21,Viaport Outlet
I268922,C525184,Female,33,Books,5,75.75,Credit Card,2021-02-13,Kanyon
I187930,C202297,Female,28,Clothing,1,300.08,Cash,2021-02-19,Mall of Istanbul
I221140,C294876,Male,44,Clothing,4,1200.32,Cash,2021-08-18,Viaport Outlet
I663866,C495378,Female,51,Shoes,4,2400.68,Credit Card,2021-05-22,Kanyon
I140925,C475479,Male,28,Cosmetics,1,40.66,Cash,2021-11-14,Cevahir AVM
I329247,C967276,Male,52,Cosmetics,1,40.66,Debit Card,2022-12-24,Forum Istanbul
I285025,C329016,Male,29,Food & Beverage,2,10.46,Cash,2021-10-30,Kanyon
I201903,C851938,Female,57,Toys,3,107.52,Credit Card,2021-10-19,Metrocity
I594614,C117094,Female,48,Toys,4,143.36,Cash,2022-06-25,Metrocity
I254327,C190367,Female,68,Food & Beverage,4,20.92,Cash,2022-08-20,Kanyon
I335485,C693443,Female,44,Clothing,3,900.24,Credit Card,2021-11-13,Istinye Park
I184955,C730315,Female,27,Toys,3,107.52,Cash,2022-12-20,Mall of Istanbul
I254580,C235638,Female,40,Clothing,3,900.24,Cash,2023-02-18,Forum Istanbul
I158565,C119627,Female,27,Clothing,5,1500.4,Cash,2021-11-26,Istinye Park
I397195,C622445,Female,43,Clothing,4,1200.32,Debit Card,2022-10-25,Metropol AVM
I289446,C966297,Male,29,Toys,5,179.2,Credit Card,2021-08-20,Mall of Istanbul
I214890,C333624,Male,49,Shoes,1,600.17,Cash,2022-04-25,Kanyon
I267265,C114406,Female,49,Books,5,75.75,Credit Card,2021-03-23,Mall of Istanbul
I193416,C225528,Male,50,Shoes,3,1800.51,Debit Card,2023-01-24,Istinye Park
I316776,C229966,Female,23,Clothing,2,600.16,Cash,2021-12-30,Mall of Istanbul
I335851,C136336,Female,37,Clothing,5,1500.4,Cash,2021-03-24,Kanyon
I916067,C234505,Female,23,Clothing,4,1200.32,Cash,2021-12-16,Forum Istanbul
I218022,C329362,Female,30,Clothing,3,900.24,Cash,2021-09-25,Metrocity
I137151,C956697,Male,41,Technology,1,1050.0,Credit Card,2023-01-25,Mall of Istanbul
I936472,C174576,Male,65,Cosmetics,2,81.32,Credit Card,2021-08-26,Istinye Park
I202518,C337869,Female,58,Clothing,4,1200.32,Debit Card,2021-05-31,Kanyon
I111559,C889116,Male,31,Books,1,15.15,Credit Card,2022-07-31,Emaar Square Mall
I165976,C150811,Female,19,Technology,3,3150.0,Cash,2021-03-23,Mall of Istanbul
I161633,C313884,Female,30,Clothing,5,1500.4,Debit Card,2021-10-25,Istinye Park
I302510,C312827,Female,36,Toys,3,107.52,Credit Card,2022-03-30,Mall of Istanbul
I571305,C109879,Female,47,Cosmetics,1,40.66,Cash,2021-06-25,Kanyon
I894508,C302772,Male,34,Shoes,4,2400.68,Credit Card,2022-01-29,Istinye Park
I333976,C761918,Male,47,Cosmetics,3,121.98,Cash,2021-08-31,Kanyon
I139175,C174109,Male,65,Cosmetics,4,162.64,Credit Card,2021-09-16,Zorlu Center
I230578,C318909,Female,19,Shoes,3,1800.51,Cash,2022-09-16,Cevahir AVM
I122769,C186818,Male,51,Shoes,3,1800.51,Cash,2021-06-22,Mall of Istanbul
I294901,C149062,Male,48,Food & Beverage,5,26.15,Cash,2021-03-16,Metrocity
I310855,C216890,Male,38,Books,5,75.75,Credit Card,2022-11-20,Kanyon
I336485,C214268,Female,40,Food & Beverage,3,15.69,Credit Card,2021-06-14,Metropol AVM
I302742,C270531,Male,52,Cosmetics,3,121.98,Cash,2022-07-15,Istinye Park
I162244,C247255,Male,44,Cosmetics,1,40.66,Cash,2023-01-15,Mall of Istanbul
I118798,C294240,Female,56,Food & Beverage,3,15.69,Cash,2022-05-21,Mall of Istanbul
I295964,C183305,Male,49,Clothing,3,900.24,Cash,2022-10-17,Emaar Square Mall
I605585,C268987,Male,48,Shoes,3,1800.51,Credit Card,2022-12-20,Kanyon
I436404,C302806,Female,25,Food & Beverage,1,5.23,Cash,2021-01-23,Metrocity
I205989,C209181,Female,55,Books,5,75.75,Credit Card,2022-12-31,Zorlu Center
I146354,C290321,Male,64,Cosmetics,1,40.66,Debit Card,2021-06-21,Metrocity
I317937,C229137,Male,24,Clothing,3,900.24,Cash,2022-07-26,Forum Istanbul
I316468,C953716,Female,53,Cosmetics,1,40.66,Debit Card,2021-11-20,Metrocity
I138096,C687487,Male,22,Clothing,5,1500.4,Cash,2021-07-31,Metrocity
I160463,C178366,Female,55,Clothing,1,300.08,Debit Card,2021-06-17,Kanyon
I807269,C242830,Male,44,Food & Beverage,5,26.15,Credit Card,2021-02-22,Viaport Outlet
I130405,C122418,Female,41,Food & Beverage,4,20.92,Debit Card,2022-08-23,Kanyon
I242053,C447424,Female,63,Food & Beverage,3,15.69,Credit Card,2021-06-23,Istinye Park
I211333,C160086,Female,22,Clothing,1,300.08,Cash,2022-03-18,Kanyon
I102535,C194716,Male,34,Shoes,1,600.17,Cash,2021-02-20,Metropol AVM
I193400,C269944,Female,51,Technology,4,4200.0,Credit Card,2021-01-13,Cevahir AVM
I610645,C144625,Female,52,Food & Beverage,5,26.15,Cash,2021-02-26,Forum Istanbul
I239889,C173860,Female,35,Clothing,1,300.08,Cash,2021-03-29,Mall of Istanbul
I430711,C178702,Male,43,Clothing,3,900.24,Cash,2021-08-14,Metrocity
I593555,C211290,Female,30,Technology,3,3150.0,Debit Card,2021-05-28,Metrocity
I157713,C291426,Female,36,Toys,4,143.36,Cash,2021-03-15,Zorlu Center
I307655,C168697,Female,64,Clothing,5,1500.4,Credit Card,2021-08-14,Zorlu Center
I360308,C302023,Female,22,Shoes,2,1200.34,Credit Card,2022-09-27,Metropol AVM
I182532,C770798,Male,56,Cosmetics,2,81.32,Cash,2021-05-20,Viaport Outlet
I181186,C893387,Female,58,Technology,3,3150.0,Credit Card,2022-03-22,Mall of Istanbul
I332639,C225990,Female,40,Clothing,1,300.08,Credit Card,2021-06-28,Metrocity
I234554,C937992,Male,67,Cosmetics,4,162.64,Cash,2021-01-28,Forum Istanbul
I192530,C210896,Male,63,Books,2,30.3,Debit Card,2021-03-27,Mall of Istanbul
I840114,C119820,Female,29,Souvenir,4,46.92,Credit Card,2021-09-20,Viaport Outlet
I299123,C206117,Female,28,Clothing,2,600.16,Credit Card,2022-02-20,Istinye Park
I730470,C233788,Female,57,Clothing,4,1200.32,Cash,2021-09-13,Kanyon
I286166,C163155,Female,42,Shoes,4,2400.68,Credit Card,2022-07-31,Kanyon
I968706,C478829,Male,18,Clothing,4,1200.32,Cash,2023-02-21,Metrocity
I352541,C145872,Female,22,Technology,1,1050.0,Credit Card,2021-10-26,Mall of Istanbul
I280750,C122352,Female,56,Toys,4,143.36,Debit Card,2021-08-15,Forum Istanbul
I327394,C244248,Female,32,Clothing,2,600.16,Cash,2021-10-25,Viaport Outlet
I423457,C320438,Female,64,Clothing,3,900.24,Cash,2023-01-24,Mall of Istanbul
I964361,C125006,Female,32,Clothing,3,900.24,Cash,2021-03-13,Mall of Istanbul
I216883,C331803,Female,62,Clothing,2,600.16,Cash,2022-10-25,Metropol AVM
I805520,C488994,Female,48,Cosmetics,4,162.64,Credit Card,2022-02-23,Metrocity
I255038,C307633,Male,24,Shoes,3,1800.51,Cash,2021-08-25,Metropol AVM
I190133,C450400,Male,53,Technology,5,5250.0,Credit Card,2022-06-15,Istinye Park
I115753,C241150,Male,62,Food & Beverage,5,26.15,Credit Card,2021-04-19,Istinye Park
I265318,C193358,Female,29,Toys,4,143.36,Credit Card,2021-01-15,Mall of Istanbul
I144920,C681826,Female,27,Food & Beverage,2,10.46,Cash,2021-02-17,Mall of Istanbul
I108009,C262733,Female,34,Cosmetics,4,162.64,Debit Card,2021-04-22,Kanyon
I240831,C104634,Male,61,Technology,1,1050.0,Cash,2021-07-23,Metrocity
I106933,C109869,Female,30,Food & Beverage,4,20.92,Debit Card,2021-03-19,Metrocity
I161657,C342063,Female,62,Food & Beverage,2,10.46,Credit Card,2021-10-30,Cevahir AVM
I182613,C276847,Female,54,Cosmetics,3,121.98,Credit Card,2022-01-18,Kanyon
I112978,C329417,Male,49,Cosmetics,2,81.32,Debit Card,2021-05-24,Kanyon
I192953,C485676,Female,28,Cosmetics,5,203.3,Debit Card,2022-10-16,Viaport Outlet
I238700,C250650,Female,52,Cosmetics,1,40.66,Debit Card,2021-05-31,Kanyon
I244155,C197344,Male,50,Toys,5,179.2,Debit Card,2022-12-19,Metrocity
I995532,C332329,Female,33,Food & Beverage,4,20.92,Credit Card,2021-04-23,Kanyon
I198482,C281452,Male,38,Shoes,1,600.17,Credit Card,2021-05-18,Mall of Istanbul
I769458,C141969,Female,39,Books,3,45.45,Cash,2021-06-29,Cevahir AVM
I214043,C298663,Female,43,Food & Beverage,4,20.92,Cash,2021-12-22,Viaport Outlet
I233956,C136783,Female,53,Souvenir,4,46.92,Credit Card,2021-04-16,Kanyon
I175131,C799132,Female,40,Cosmetics,2,81.32,Cash,2022-05-26,Metrocity
I337326,C309675,Female,66,Cosmetics,2,81.32,Credit Card,2021-06-15,Kanyon
I335751,C112573,Female,36,Toys,3,107.52,Credit Card,2023-02-23,Kanyon
I432523,C293471,Male,30,Shoes,2,1200.34,Credit Card,2022-09-28,Forum Istanbul
I175028,C182049,Male,33,Food & Beverage,4,20.92,Cash,2022-09-23,Mall of Istanbul
I323122,C206169,Male,45,Shoes,4,2400.68,Debit Card,2022-03-15,Cevahir AVM
I185651,C176538,Female,63,Food & Beverage,2,10.46,Cash,2022-01-24,Kanyon
I338310,C177283,Male,49,Toys,2,71.68,Credit Card,2021-09-16,Metrocity
I926540,C137614,Female,34,Toys,5,179.2,Cash,2021-02-20,Kanyon
I290586,C221157,Female,28,Shoes,1,600.17,Cash,2022-09-17,Istinye Park
I163561,C996130,Female,41,Shoes,5,3000.85,Credit Card,2021-12-13,Kanyon
I607029,C248018,Female,69,Food & Beverage,2,10.46,Credit Card,2021-02-25,Forum Istanbul
I158028,C192952,Male,28,Books,5,75.75,Cash,2021-07-24,Mall of Istanbul
I290399,C291505,Female,47,Toys,2,71.68,Cash,2023-01-26,Kanyon
I312008,C167515,Male,66,Clothing,4,1200.32,Cash,2022-01-25,Istinye Park
I239844,C651774,Female,32,Toys,4,143.36,Debit Card,2022-08-24,Istinye Park
I939537,C320372,Female,35,Technology,2,2100.0,Credit Card,2022-06-25,Istinye Park
I265770,C537395,Male,62,Technology,4,4200.0,Cash,2022-05-28,Forum Istanbul
I102881,C482255,Female,50,Clothing,2,600.16,Cash,2021-09-21,Mall of Istanbul
I229358,C162383,Male,66,Food & Beverage,4,20.92,Credit Card,2022-12-13,Mall of Istanbul
I110097,C324181,Female,49,Cosmetics,4,162.64,Credit Card,2021-08-22,Mall of Istanbul
I177572,C314560,Male,50,Food & Beverage,4,20.92,Debit Card,2021-03-15,Cevahir AVM
I129975,C101790,Female,65,Cosmetics,5,203.3,Credit Card,2021-01-14,Emaar Square Mall
I229383,C179057,Male,45,Clothing,5,1500.4,Credit Card,2022-07-27,Mall of Istanbul
I810672,C275770,Male,55,Food & Beverage,5,26.15,Credit Card,2022-07-21,Mall of Istanbul
I247701,C302001,Female,24,Books,4,60.6,Cash,2021-04-16,Mall of Istanbul
I208220,C175501,Female,46,Technology,4,4200.0,Credit Card,2023-02-25,Metropol AVM
I299317,C894447,Female,64,Clothing,1,300.08,Credit Card,2021-07-21,Kanyon
I152270,C223588,Male,40,Clothing,3,900.24,Cash,2021-06-19,Zorlu Center
I872237,C583741,Female,48,Cosmetics,2,81.32,Debit Card,2023-01-23,Mall of Istanbul
I781586,C609792,Female,23,Clothing,1,300.08,Credit Card,2022-08-14,Istinye Park
I179719,C306330,Female,26,Cosmetics,2,81.32,Cash,2021-02-22,Mall of Istanbul
I511962,C189724,Male,53,Food & Beverage,1,5.23,Cash,2022-11-30,Istinye Park
I327058,C281180,Female,49,Clothing,3,900.24,Debit Card,2021-08-14,Mall of Istanbul
I202842,C204173,Female,46,Souvenir,2,23.46,Credit Card,2021-01-17,Viaport Outlet
I323976,C128485,Female,62,Clothing,2,600.16,Cash,2023-01-18,Mall of Istanbul
I130822,C324134,Female,31,Cosmetics,5,203.3,Cash,2022-01-24,Cevahir AVM
I202922,C683632,Male,50,Food & Beverage,2,10.46,Credit Card,2021-05-28,Istinye Park
I310640,C105515,Female,43,Clothing,5,1500.4,Credit Card,2021-07-28,Mall of Istanbul
I215615,C948662,Female,19,Clothing,2,600.16,Credit Card,2021-09-15,Forum Istanbul
I207250,C555685,Female,39,Clothing,2,600.16,Credit Card,2021-04-15,Kanyon
I261396,C163406,Male,37,Clothing,3,900.24,Credit Card,2022-03-21,Cevahir AVM
I465359,C261032,Male,22,Food & Beverage,5,26.15,Cash,2022-06-26,Metrocity
I465536,C456798,Female,29,Technology,5,5250.0,Debit Card,2022-12-23,Mall of Istanbul
I328856,C443401,Male,29,Books,1,15.15,Cash,2022-01-29,Istinye Park
I282294,C217976,Male,58,Food & Beverage,4,20.92,Debit Card,2022-09-29,Mall of Istanbul
I150547,C219310,Female,59,Cosmetics,2,81.32,Debit Card,2022-02-22,Metropol AVM
I616414,C215526,Male,53,Cosmetics,5,203.3,Cash,2021-11-21,Mall of Istanbul
I472762,C902860,Male,48,Clothing,1,300.08,Cash,2022-06-23,Istinye Park
